,errorLimit,f1,fbest,freq,grad,sol,time
10,0.1,300,[7.76499688],"291.14729272663124, 892.9136992250714, 1527.3337096573214, 2114.3007886849077, 2596.210832128163, 3112.14214456361",600,"[3.225055526199407, 5.553558541449924, 4.0657016168861455, 4.608594839187654, 3.6853120264939174, 3.014453419270627, 3.4481696733057774, 3.9597382381137685, 2.7141991066190534, 2.9535810469453607, 3.998254050862534, 3.5226876104182496, 3.447472756285233, 2.8813487145286985, 3.734472697282278, 3.249540202176152, 2.5741421166631704, 2.500273549380793, 3.397603900102957, 3.6372067407954685, 3.0416152185700103, 2.8118562137782224, 3.7012458867471247, 2.6012531216010846, 2.878443862859484, 3.4641457164074545, 3.7987838761756842, 4.379353873713144, 4.093615639446738, 3.6591309163885395, 2.7392941713910615, 3.9585531036751807, 3.835722386749119, 2.283535763752572, 3.8210190457442352, 3.0726604014115653, 3.259844956928319, 4.412598256206547, 3.9048312517332664, 5.627274870817505]",3630.831763982773
11,0.1,300,[16.17328527],"299.07691236059907, 1028.7203542482955, 1764.8194963988676, 2426.6191907079597, 3724.0239986138813, 4516.635862614952",800,"[2.995706324856895, 6.320339052458479, 3.5727492617063943, 4.794219424633877, 4.019673664677378, 3.4258206408242007, 4.38998149400766, 3.9274940049061104, 3.651386551671645, 4.217133341393437, 4.849052284047756, 3.9721413438121673, 3.00506276116042, 3.6363710182416624, 2.675419569141511, 3.1791567779140437, 3.618195951524483, 2.4334865575426843, 3.6154514183206543, 3.5686891499955444, 4.274959895378333, 2.7481300584439485, 3.471898856080196, 2.8881804769434805, 5.731819655364286, 2.75816840552844, 2.328014547648312, 2.6206482006997747, 3.3576382658978003, 6.042285647155206, 6.155818445219852, 3.429535740732817, 3.42236656564453, 3.2020834418748594, 4.663308971613836, 3.1146701662340326, 3.2159701267411704, 3.039933578337049, 5.018868386433591, 4.33748822786205]",3602.1058127880096
12,0.1,400,[12.00359567],"391.1890905510458, 635.9222916368353, 856.7140727039425, 1042.7595759726398, 1243.174837650146, 1334.4787505025045",200,"[2.686488239878922, 3.6532549687820355, 5.051294415575237, 4.1771888419992065, 3.046062012353184, 6.44778176388082, 2.5623134666241607, 2.8088450340214752, 3.5632672254280315, 3.5840090365015453, 3.741561579553842, 5.313088985961148, 6.097274974180866, 4.535420012104234, 2.92750391438507, 5.215030229966129, 2.5001686215380947, 2.634218667259658, 3.9833699885595193, 5.495452672303762, 3.983320599124749, 3.6055838121159, 2.941052292503704, 4.246816308281106, 3.8535342007047464, 4.205536557054702, 2.0810252693183373, 2.5980420869401852, 2.8134289224248357, 3.845014207652346, 2.6667814934207232, 2.8019360877161845, 3.4193543619249165, 2.251030582433309, 2.8484535103645867, 1.9535212946522036, 3.2746816271562875, 3.1000146560481303, 3.5294711140614803, 4.887580881044135]",3601.056301832199
13,0.1,400,[5.47556045],"413.65214771445716, 811.7772722154042, 1214.4064482436013, 1612.143732058883, 1931.0479846071348, 2363.900997249747",400,"[4.924081917064382, 4.7649504661701645, 3.6246198112515446, 2.2226683520836628, 2.623700962805637, 2.9430268756452755, 3.823042326827948, 4.388398056733266, 3.016770136358365, 2.908390080954808, 3.7693217571653146, 4.067475602729667, 3.8337671917864435, 2.7940284232602264, 3.825049131395549, 3.9318558431734156, 3.369595394593768, 4.069259890606258, 2.721439920734357, 2.762706627732848, 3.25144369358794, 2.851993029145862, 4.010624361106577, 3.670460997678777, 2.1427821195771712, 3.853537006627977, 3.4754202330018886, 3.471579026424794, 4.019918072477107, 2.591878656464046, 3.0231457270970328, 5.062556660435771, 3.0979948873361143, 4.004535859042049, 4.791479418858369, 4.350249720466634, 2.9368549079345674, 2.600478644183155, 2.9682497339803486, 2.9251962610966533]",3618.36612868309
14,0.1,400,[5.3073822],"405.93481466772255, 953.903486207213, 1600.5955542848765, 2216.047846541566, 2743.336815475216, 3389.841876419378",600,"[4.453144049978167, 3.086616164052191, 4.033487348183525, 4.7330335678078255, 2.9415288174759904, 4.719677166255576, 4.476940407149414, 3.218636995826453, 4.902548015602754, 5.0822733003512415, 3.9317892942403043, 4.977493921797255, 3.01080343658533, 5.984360128012181, 2.855197701415009, 2.919360070196931, 3.971030174514867, 2.682227780876009, 3.0017195483651364, 4.205502562991571, 3.464762893666601, 2.989159610008759, 3.122057452683554, 3.06290276279837, 3.9019029992056717, 2.748113428159608, 3.8232161660672337, 3.194098370493308, 3.427479845746395, 4.066478102405034, 2.3918901845906944, 3.1034416904947095, 4.019634811591235, 6.338916968842165, 2.183679736779134, 2.4827733976087045, 3.02266589987243, 3.229589339422223, 3.9091854108769026, 3.66952131824892]",3625.4430804252625
15,0.1,400,[11.90142634],"391.50437074050046, 1121.3430907933935, 2043.6591642721808, 2977.341514429044, 3776.5831474531196, 4621.0023111038045",800,"[3.289208932344538, 4.224976970774971, 2.9854403646769674, 3.898163385176537, 3.8921621385483944, 3.0322445001353726, 2.5101012837272503, 3.88684335696994, 3.4459250098270027, 3.8682212131459495, 3.6314627616284154, 3.883233779263767, 4.049499465714726, 3.3686535676177845, 2.685227804625442, 2.554385084297327, 3.011745608081346, 4.774654181483818, 2.8545549731078483, 3.359646551568678, 4.319854486894304, 3.3341483514724426, 3.916153188639595, 3.253742522392151, 3.2770166411150443, 3.352974234631706, 3.6694127821617, 3.1385898855157097, 3.82233436900928, 4.0748309646195935, 3.1363509260984856, 4.088131249366047, 2.507601659441034, 4.111107381520372, 2.6626983067024397, 3.2439064871175476, 3.7866311811687097, 3.348130667273011, 3.2994196308370665, 4.497559111876994]",3631.512356519699
16,0.1,500,[11.32430081],"517.9428588091058, 710.30656749319, 933.7630141332004, 1058.0684776489613, 1272.633019938857, 1365.7034568628078",200,"[2.563244170320017, 4.247210106211937, 3.9712194708527138, 3.7337556275315955, 6.667300528453454, 3.169159195194487, 2.498099988673177, 5.073490460587812, 3.679561197297868, 4.0750511204644395, 2.303708234968201, 4.775689075466486, 1.9855279912241166, 5.688317225231072, 3.753005961323499, 3.0304051585398035, 3.719079059128941, 3.848126475602168, 6.248752060542687, 2.7332751073921644, 3.067955508704536, 4.447538475183412, 2.3528744941189155, 4.945676681467689, 2.939392440786025, 4.9913689702432675, 2.6679075271167987, 3.3740208220069245, 3.8003035867873316, 3.8318417346730955, 3.7858849093469917, 3.4542253276712906, 3.5047039425061435, 3.6207790071452712, 2.7760850862449487, 4.762784997054274, 2.033962863122941, 4.112480582492719, 4.194461525486666, 3.531887918057005]",3614.6497197151184
17,0.1,500,[13.96660731],"477.5597027217981, 995.8172297460433, 1274.1750321351742, 1574.1436058245233, 2114.163008906286, 2461.5276222528573",400,"[2.9693092130179406, 3.0033187475250887, 5.3335684417669125, 4.532367917687609, 4.4460803429573, 2.7612834944462326, 3.1894061246401337, 5.2939530102571695, 4.0758756251711725, 2.746227402045555, 5.227655087291707, 2.648563791707055, 5.513014061314239, 2.6123506259291935, 3.7638580950608724, 3.136610349385121, 3.4046728300824616, 5.209602430001808, 4.066097782467559, 4.364851868098608, 2.1581413220775354, 4.036986243872467, 4.205396497430701, 2.606128658052466, 3.0839909198042217, 2.2471834397879027, 3.463410150097655, 4.112171929628255, 5.336871750290716, 3.2095085956892406, 3.0598851958788136, 2.812968047525035, 3.511830366257755, 3.111148253872337, 4.826624628756669, 5.6716972627509845, 4.096935639962824, 2.5822763220111096, 3.2966304019754857, 4.683619922291696]",3639.64905667305
18,0.1,500,[11.54268191],"450.07228221870815, 1131.698750919749, 1688.923430383406, 2369.4296050956173, 2800.451412728597, 3569.0995451044223",600,"[4.811433700859766, 2.9287561782011546, 3.3993263232622963, 3.5593256898904633, 4.093750021994439, 3.6060005397041675, 3.715727040254654, 3.364097690533827, 3.3436654506144894, 2.9445311447813314, 3.9745426104414268, 3.6466225423651246, 2.5760173562313096, 4.456707583576101, 2.7156299414038503, 3.1667757842431814, 2.4015310550904347, 3.8972457811971504, 5.072580402985851, 3.242285622867715, 5.111474074639012, 3.466290388257905, 3.2755707577003115, 3.560734033893786, 3.6753917356856562, 4.4775563889483285, 2.584356504391094, 3.8527379277196485, 5.067616965224543, 2.5710754377662726, 2.824086630570862, 3.094254427144353, 5.627786838650467, 2.3336860026451727, 5.759251245927408, 2.712838345466858, 3.475819296345284, 2.8510596865910696, 3.899417913730551, 3.08416877824879]",3607.8980672359467
19,0.1,500,[11.53125551],"530.7136067968065, 1280.6099644968251, 2217.323682559302, 2754.5394347600627, 3488.1386549543986, 4411.664783940034",800,"[2.9145415962645083, 2.5832420474905096, 4.306776844529975, 3.298992645129022, 3.7752343114884983, 3.1928728232454997, 3.9932696480302448, 4.828959789950846, 3.4229240942814587, 4.78723469040867, 3.4466233547602707, 2.5874923425738134, 3.4662051956848305, 3.4193458161802917, 4.188572930968414, 3.337980169063329, 2.509661588517579, 3.769258729704579, 2.8221006772862776, 3.7585494800774684, 2.7092459711930457, 3.657884327122261, 3.095319097539221, 4.22198135777438, 2.642093792101222, 3.7571401726278695, 3.261356721201844, 3.552472007014749, 3.508267665502296, 2.9848199824397716, 5.141772015808487, 4.421702521328743, 3.6092625458953425, 3.3371872764985726, 3.282855342048392, 2.8870844051862776, 3.325825472011467, 2.7913146538950833, 3.5768237337587814, 4.110399970416135]",3605.8538830280304
