,f1,fbest,freq,grad,nPop,sol,time
10,200,[28.41515411],"126.16809733017747, 725.5749749250781, 1101.0367260340518, 1203.2445265976894, 1976.919022877387, 3745.1951502642314",700,40,11011111010110011011111110000111111110101011101110010111110011110111001101101001101101011111001010111101101000110011000101110101000110111111011100101110110110001110100110110110110010011110011100001001101110001011010111110011111101001110011111011100110110111111101010100100001101101110111110000000101110110100111010100011110111011110011001010110011110111101011110101010101000110100101010011010010000110001010100110010100101110111011010011110111110011111000010010110111111011101101000000111011100011100111000011111001011101100010111111100101101000110101001010111100110001111110011001101001100110011000110000010110100110111100100000100010010000010110110101010001011000111101010111111110010001001101001101110011111000000110010000001110001100111011000101101111011110101100101000100010000010101001011100000,1255.4777612686157
11,200,[35.69322772],"122.70718127197951, 715.7705815776251, 1059.0884340416376, 1203.3804073972217, 1939.8010523415217, 3810.8659923122846",800,40,11011011011101111001010111011100111001101110110011000100011011001100100001100100110101100011111010101101101001010101101011101011000011100110111111011011010001101111001100101110001101011000100101111011111101011001111010110101010001011101110110100111111111101101101011110000000110011110001100101001111111101000000011011001110111110001111010100111101011111010110010011111000111010111111110011101101010010011000111000001111100101001001110001100010011110001011110010000111100010111001100110011000000100101100110101001010111110100011011001110010111101101101111101000001000011001101010111101011000010101110100001100111101011010101001110011100000100010000010001110011110111101011111100011001010110001011010110001011010011100111000000010110000100001000011100000010101100111011010001000011011011010001011100010,1226.2515609264374
12,300,[23.00647625],"102.78387152970349, 596.571026884217, 899.0611881041882, 975.7606418138981, 1565.1381584698352, 2674.7132931731894",300,40,10001000010000010010111001111000010111000110000111111010111000111101100010001011111010001111111110000000110111111100000000010111000100110100011100010011111011100011111110000111101111001000011000110111111101111110101001110000101010001010000110100101011100001100000101000101011010000111011100110100001010101001110010001001000111100001111111101110001001101010011010000111011100010011100110111000011101011111001111011110010001111110101000011001000010100010000101111101011001101001101011111100101000000000000011100001010111100110111110111100110000011001000010000000000000001001110011000110100110000100101110000011000011101100010011001010011000110010110101010010001100101100110000111000100000000001000000000100000000010010000000000011101010100100011010101011110111011010111100100110010111001000000100010101,1236.2765724658966
13,300,[18.23262223],"132.2742754671281, 702.795142716273, 1083.5123115827166, 1235.1841745333581, 1976.5608666249266, 2987.8164715214457",400,40,01101100101100010111110011011110000101110111001110011100110101111100110111110111011111111110001111100011111011101101110001111101100110011001111010111000110010110100011110110000101110111011100101101001001101101110010111110111101100111000111101110010100111101111011110111011011111111111010000111011100110110010111001110111010011101000111110101010100011001011011101011011011100010001010110011111111100010111100110010000100100001110011000011000001110100001101001111111100010000100011110010010111001001010110000010100011010001100001011100100100011001110101110010001100101001110000110111100101100100100110000001001101010010111110010001111101111000001001001111010000010010101001100000110001011101110101110000000110001100110111110001011100101011001110010010001010110101001011000011000100110111111000000001011,1255.1472799777985
14,300,[22.37694615],"129.4270367184908, 740.7858235020382, 1119.028013893946, 1206.633387359984, 2035.6601613534742, 3125.457444156007",500,40,01011110001100111110010101110010001111001100111001110100011001111011100111010111011110010100111110111011000001011111011000110100010111000111101111111111111110111110110111000101001111110010111011101010011110011101011001001110111111110001100011100011111010111101101101111011001010110110110110011001111110101101010101001101110010111011011011100110000010110011011111101111100111111110011101001111000111000010011000110011101100100101101000010110011110011110100100110101111000011000111110010111011110011110011010000110010011011000110001110000101000001010111001011110001011001001111000110011111000110010010101111011001110110100111110001101000101000100101101111100010010101100110100010101111010101100010001100111001000010100001100011001011101101111010001000001111011011000101000011011100000001100111000001101,1225.8823132514954
15,300,[26.58591668],"126.52713874031002, 791.9229157076581, 1100.0976865394637, 1224.212952841466, 2181.601542337061, 3369.907393229274",600,40,00111001010111111011101111001101111111111001101011111111111100110110100110011110010100111111011010100111000111110001101101000111100111110011010000000010010011110101110111001110011111001110111011010111011111110111100001100101000111110000111001111001110101001110101010010011100110111010100011101110001110111100111110010111100110101110101100101101100100001111011111011101010001010011100111000110010010101111010010110110110101101111011110010011011010111100011111001110101111100110100110001100111111001001101110100010100110011101101111011011101110010111001011100011011001110110010111110110110111111011111110110111110000010010000001110110010011010000101110111101011011100110011011001101100011111101011101011101011110011010110100100000100100110101000000111000111000000000110110000010010111101101110000011001,1240.0990943908691
16,300,[35.99298222],"121.11446473939134, 741.8273189498362, 1046.6189276345117, 1106.3091234062483, 1994.8362730674614, 3895.9007295016318",700,40,00111000011101100101111100111111010101110111101100001101011001111101000101111110000011111110000111110111111000000110111110011001011110111001100011111110010001011011001011000100110111100110111011110011010110111010011011110100101110001110000001000101100011001011100101001000111000100111010110001011110100100110111101101100001000111111011001010110101101111011110111010010010110110110111011110101111010100001011011101101010110000010111111001101010111010111101011011001100100100110110010100111011010001101111101010111010101100000110110101000001110010101101000011011000011101100100100111101100010100011011111011010001010001100011101011101101100110001110110111111101111110001110100110001100110001101100011000010010001100101001110011001010110101100100100110000001101000100000010011001011101011110011101100001,1254.3892228603363
17,300,[41.72924796],"115.03716644375145, 724.9746124273054, 1038.900028889075, 1115.4955262428323, 2021.2596315252233, 3940.009760757054",800,40,11111010100101011101111110111011111100111101100000001111010110011101001000111001111101110111001001001000001100000111110101110111000110111011010111011000000001010111110010101010011000110010111010001101111101101010101011011111010110010110000111100001011110001111011001001110000111100000100101111111010110110001011100001101010010101001011111010001110001111111011111001101000111000110000101101110010011101000011011010100011100011101100011110010010110111011000111000101011110111011101011001011111100000011000101101010100101010101000111011101001111101000101111110010010010101100111110011001001111111011011111001110100111010010011110001001011111010110110001010001110110111110100010001111011000101010100111000000101010110110010011001001110111111110110000011011010111001110111101000001011001110110110100101000,1244.204773426056
18,400,[23.77207272],"112.92934287869198, 670.4803158989807, 1000.1304728535243, 1141.007528143789, 1761.0154636416166, 2742.478437678576",300,40,11010001111101100010100101010011011010111011110000000011101110010111111111001110011101011110001101011001111000000110101111001000001010101001110010011010111101101010100011011110000111010010110000110111011000100011110100101111000001100111010110001110011010100001000101001011100110111100100010010101111111111000100100010110100010110110101001101011100111101000011111000110010110111111010101111110111111111111010111011101011010010010100110101010110011111010000010101001111111010001100011000111110101000011111011000000000001010110001101000101010111101100011000010110001100000110010000011000000011100000011000100000010101011011010011110100000110111000011000101010011011000111000000101110100100011100000000011000000010110100010110110001000000010000011110100001000110001001100011111001011000101110000111001000,1243.0214626789093
19,400,[21.23364605],"130.4490750619934, 760.1522330255855, 1117.1231594229464, 1280.8218882459512, 2001.8547714649683, 3074.049606807414",400,40,11100100101101101110111100100011111101101111110100011111101111011100001010111100101101111001001001101011111100110011111001101111000001111111110010001010110010001100111101111001100111001101110110110001110101100010011110110111110011011011100101101010100010011000011111100110010111011101111010101101011010100110000110111101110001100110110101011110001100011111111111101011111111000110111011011011101001110100110010101011100010110011001001111110101110111100000100000010010111100011011110111111101000110110110100001100111101011100011110001011110111101101110011110011100010010011101101100000111110100111111000100101001100100000001100110110001101110010010111000100010001000000001000100001001100000011101000110000000000110010101100001111011110001011000010010001000101001110110100110001100000000001101000110011,1225.943943977356
20,400,[28.24862546],"122.39950563106636, 740.4718577155207, 1097.7231522852298, 1186.4824345266209, 2032.4877630025749, 3129.3468090677843",500,40,01111111100110101111100101111100000111110111010011110010111111111111011001001010010010100101111101111100011000111101101001101101111001111110011000101011101000010011101101111010010101011010010111101001100111100000111100100011001010101001011111101110111101100011111100110111101010011000001101101011111011010111011101110110011011111001111011010111110111000110011001111010100111011011000111110001011000111000011010101100110110111101101100110111100110110011100010111010011000100000011101111111101010100001111100111010101011101101011010000101001010110100100101101000111001011110110000100101110100100111011011011011101001100010010100101011011001100011010101101001001101001010011111000100011010000101011001010100000000101111110001111101111000101011100010101101000011100001111010010011000011101000001000011101,1221.2145233154297
21,400,[34.2720027],"125.08784751995711, 731.1473113299627, 1119.6395841400913, 1172.5274218396535, 1980.0576423678788, 3263.6862287019944",600,40,01011100000011011111110111101111111100101001111011110111101111111100000010010111101011010011010010110100111100111110111001110111111101011001100101111001111011010001001101101110011111011101001110101111101001110111011011111101000000111011011001110001011011100000011111111011110111111000110110111100111010001110001110000101011001011100001101110100001101111110111110110111000100111100011100010101110111011100010100010101011110010010111011111101000100001111001010111111010111111100110010000110011111111100110111001010011101011111110111100111000111001101001001010110011110001101011111010111001010010101000010111111011010011010100101001101010000011000000101000010000011110110110010100010011111111100100100010111001111011100001000111111110110110111110100000100001010100011000110100011000001100111010011110101,1243.068157196045
22,400,[38.68578951],"123.09333865222187, 746.4446577730224, 1079.5282809540388, 1164.0978124134904, 2020.5733915478725, 3916.664751443747",700,40,10001000010110101011100011101100001111011110001111110011111111100101111110011011101110111011010110101001111111111011011110100110011110011011110111111000111100010101110110001100001111010001000011110011011000111100100111110100011100101100100100111011111010110100001101110000110101001011010100101001111110001001001110101011011111110001100101010000001101001101011111011111011101001111010001101101111000001111101011111110010111011101101101011101101101111111000101111011100111011100110011110000011001000111110110001001101001011101111110111001010001101110010101001110011101111111100011110111100111011100101010100011000011110100100111010000100111101111111111100001101000000011111111101001001000111101111001101001001011000011011010111000000111100010000011110000001010101011000000111101010001000010010011101100,1243.4424276351929
23,400,[45.07907217],"114.5681807591527, 739.8496891324384, 1050.1252519427878, 1095.4307654665763, 2053.378810135796, 3984.7407955790477",800,40,01110111100101110110111011110001100010111000101101111000111011011001111101010110110000100000011101101011000000101001100100101111110111001101000011001000000101010010110011010111011101001100000111010111011111110010101011010011111011011110110101101111000111110111000101100011101110010011001101010010000111101110010001001010100110011110001010001101011010111111101101111010101111001001101111110111011011100110101101000110110101101001110010101100110001011111110100111000100101101101001000001111011110110001101010111111100000010111010011110110100110011000011110111000110010101111011011001110111010001110101101000111100110010001100011111000111011011111010111010010010101101000111100111100111011111011010000111001100000100110111100011001000000000001010010101101000010001100010001000000101000110000101110101001,1224.928037405014
