,errorLimit,f1,fbest,freq,grad,nPop,sol,time
30,10,200,[17.85957157],"133.185150906873, 789.7593186822165, 1145.697284041672, 1307.496943354852, 2183.839551033948, 3317.5717135105897",600,80,11111100101010111101110110101111001111010111111010110011110101110110101011011001110101011111001110111011110001011010000101110110110010111001101110111011011100011011100001100011110111111011001011011111011110011111101110110100101010111111100111111111011100110111101110110111000010100111101110001111111001110101100101011011110000111000101000011111110110001010011110011111101001101011110110110111000010011000000111111100101101101011110011001001111011111100111001000100101011101000001100111111101111111101010010111101010011011110011110111010010001111110110110000001011101100011110011001101111101001110111111010010010011110110111010110101100001100110001111110010011100010011010100011111100011010110101100011000100001011000010100100001011001101101010000010100101001100000011111011010011110000000110100000111,3778.589849472046
31,15,200,[16.700085],"137.64174593835824, 801.9969029264372, 1170.637999488609, 1325.972260631561, 2171.343603370103, 3270.419156217831",600,80,01111110100101001111111111101101100111110111011110010100101101110100111101011111100110011110110100111010100110101110101011001110001101101111100111101111011111011110101110111101010111101101001001011011111111111111100001101011110011111101101100111111001101111111101001110110110001111100111011111000111001011110100000011111010011110100010011111100111011011001011001110110111010100111001111101001001111101101100111100011001101011000011011111111110111100011010001111011011011111110101001111101101101001011110000101000011100100110001110100110010011010011101100110100111000011000111011001010100111011110110011001110111011110010101010010111100101011010001001011110111011100101001001001011111001001101001010101010010000100010000110111010011000011010001110001000100110010000000001011010101001001001110000000110,3854.696412563324
32,1,200,[18.98653685],"130.03066966429384, 778.4682982575872, 1087.0757970401962, 1268.9860867070745, 2175.7796299655424, 3232.784022971487",600,100,10011011011100010111111110111111101101101011111100100101110110011111110101111001111110000011110110111111010000111011001101110101111000101111101001010011100100111010011001111011101011100001010101000010100110111111001100111011000111111110101110110111010101011111110111110101110101101101100111011001101010000011111111011010110110110111001100101101010001110010101011110011111011000111000110001100101111100111000101101100111010110010101110011011101011000011100011101110110010011000100100001101111100011101110111000101101010011011100111111001110111010101110000101101110101111011000111011100101011110011000110111000001110111011001111101011001000110011101000001110101111000011110110010111100000100111010001110100110010001011011000010011010111100011101111100001000111000001011011100000011011000101101101111101,3920.655120372772
33,5,200,[18.16580414],"131.1181362968, 792.6243737152391, 1145.5461586140325, 1306.3077647595503, 2121.389723225327, 3275.6469112423806",600,100,11111001100110101111111110111110001100011101110000100111110110111001011111101011101101111111011001111011100100110100101111111101111011111011100110100101000111011111101001000000000110101111101000111111110101100101100100111001011111111111011111011101001111011110101100011010011110101101011111011001001011110010110100001111101001100101001111100010111011101110110010110110111111010111011111111101100100000110100111101011110010011111100010101100010011001110000111000110100000111000111001110111011011111001111101110111011101010111011001111001100001100111111011001111001011101110110010101110101001010010101011101101010101011010011010100111000110011110100000100010011111000001000101000110010010101101101011101111101100111000011010000110101101110001101001001001010100100110100100001000101101001100000000100000,3966.94930768013
34,10,200,[17.95707343],"135.52477498738043, 791.8939680205428, 1154.7070081554805, 1273.8033257738714, 2154.5988017913605, 3312.9599063469414",600,100,10111011110101100011011111101111001111011011001111011010100111111010001111101111110111001011101110011001111111001001110010110101001101011111101110110111000111101101100010110111011111110111000100000111010110101111100011101011110100111110110111011100001110110011100100110110110111111110101100111011011101110011001111010101000010110111011111011011111110110011011001001011010010101100101101111111111001001111011110000011011100100011110110101101000101101111100110111110111110100110000101110010111100110110111001101011110010001111000010010111110111010100100111111111111010001110011001101001101101000001011001011111100010110111110111000000000101110100111010110101101101000111101111101001001001110001000001010101001111101011000000011001000100000100111000010100101110000011000111110101011000001001000000110110,3840.6376893520355
35,15,200,[19.1664356],"130.6237859211552, 779.1113215018559, 1152.750144712357, 1233.143344899495, 2146.074430072121, 3335.590697128652",600,100,10111011010111100101001101101110101100111001010111100111111110010110111101010101111010110011111111101111100101110011101111011011000110110010011110110101110111011110011000011010111111111010000010100101111001111110011010010111101110111011011111111100111110011010101011101100110111100111110111011110110110101011111001101101000111011111100110000011001010011101101011011101100111001111110111010110101010100110011110011101110101011001010111010100110111000111111110101111010111011111011011100111100110100111110011101011011100101010100111110110101101101011111011100001001011110010110110101011001100010011011000001111100110110100010010110101011011111010111111001000010101111001001110110011110100001110100000011110111000110101101000111011101100110110010000010001110110011000000100110110111110101100000100111000,3833.9634594917297
36,1,200,[15.37110718],"148.79377669605, 817.8749383440019, 1261.0639681269179, 1332.6726804318491, 2154.429503176779, 3326.76701138236",600,40,01111110011111111101101101111011110100111011101010111101010111011010001111111111111101100111101110110110011011110111101001101111111100100111111001110011111111111010011111111111010111101111110111111101110001001100100111110110011111111111110100011010111111011111110110101101111111111100110011001101111101111110111110111101001110101000110101100011011110111100111110100111111110110001011101110111001001010001111111111001111110011110101110101111010110111010011110110111101111110100111100110110001111110110001010110101010101100111100111110011110010101001110000100100000110100110001100011100110011011000101101000000110111000110111101011101111110010000100101011001011011001111100001011100011001000010101011001110111011001001100001001100110000000101101000000100001000100001001011111001110000010101000001101000,3701.3829822540283
37,5,200,[16.97080244],"137.26836586351968, 808.652624330074, 1151.724171107851, 1307.3000976322833, 2216.8375459325734, 3272.6854130182764",600,40,01101101111101010011101111000111110101111111001111110001101111001111010000011010101011000111101110110110010011110111101101100111110001110111011110010000001110111110111010100101111001101101011101011101010011110111101100111111111101111111001110111100111101001010110111110111010011001100111001111011000111101011011101111011111101011101101111011111001000110111011101110000110000011100011100001011101011111111000110101000111011010110101010110010111111111011011101010010011101110101101111101111111010000111011100101111011101010011001101100011010011111001100110110010001110010110101111111110010100110010011000111100000111001111011010111101100110010101011010001110101110111001110101000111001110000101111010011100100000110000011100100101010100001101001000011000000001000011000000101000001000110000000000101010,3734.768399477005
38,10,200,[14.69752807],"144.28198366494163, 806.1189226413421, 1226.7617174831832, 1432.5396651458525, 2124.782866581894, 3217.1690582886117",600,40,11111011011011100011011111011100111011110111010110110011111110110111110101101101101001100000101111111111100101111110011111110011011110111111111101100110111101111011000110001111011111100101111000001111101001111111001001111110111111011111011101001111011011100111100111011111111011111011011111101101111110111001011011011111111110100001011011110011110100100100111000111001111000110110111010010101101110111110011111110111111001111110110111101111011011111111011101000001110101101101010001101111011011000110111101110010010001111110011101000111111000011100110010111110001101001011110100000111111101110001000010010100011000110100110001110011000000001101011110000101011001001100011100001111010101011011010110000010000011100100011000000100011010100011110011000100111101110001111101000001100110110101100100010100,3697.3978958129883
39,15,200,[16.0916313],"143.781548062447, 799.336906281246, 1188.8452385004223, 1337.9935609618035, 2197.6894627251463, 3350.444416782322",600,40,01111111001111101101110111101100111110111111001111101101011110110111011111001111011101111111110101110011110011110011101111011010110101110111101111110011000111101001111110010110111011111111100011111111110110001110001111001110101011100101111001111110111011101011001110110001111111000110100111111101111110111110010010111110100001101100011111110011100101111111010001111001101010001111110001101000101111101000011011001001100011100101110100001011011000101101011100110110011100111011101100110110010101100111001011101101011111110111101101110011111100010010001011111110011110110001101110001010011000001101110010111110001000011100110111001000011110000101101010010011000000010001110111100101111101011011111101000000000000101101101111010000010101010000000100111000110111110110100010110100000010110101001001001010,3696.0241255760193
40,1,200,[17.89558531],"136.3240640779561, 801.3818839253844, 1150.6426892072343, 1253.0138381432225, 2166.185893811525, 3312.5473886623245",600,80,10111110101101110110101111111111001110111011011011011001111011110100111011101101011011110111001111011111100111001001101001110011011010001110111111011010101101000111100010011011111111111110011110001110001101110010111001011010111101011010111110101110111000101100001100001111101101100101110101111111110101101010111001101100111011001110111111000111011011101100111001111110000001001000011111111010110101011011101110011110100101111111101110110010000110101001001101010001011110110010001110010011111101001000100010101111100111101111101001101101100111010011001010111011111110011010111010111110111101110110000100111000101001011001100101101111000110010011100000110001110000001000000010111000011101111010011110111010010011110011000110101001101010001101011101101011100000001101101001011011100010000010100001011000,3790.0550532341003
41,5,200,[16.91350934],"141.3618917183541, 788.8193283071586, 1172.1751294138178, 1298.6797600017169, 2134.463606108856, 3248.638558477962",600,80,01101011111110011111100110011011101111111011111101011111110111011011001110101001101110111101111001001111100110101110100111111101110111110001100111010111111101011011101111100101111110010011010110011011101111011011100001100111110111110011001111111110111011111011011101110011010011111011000011100011111011100111110100001111110011000111110010000111111010111110101011101100110111110010101100100111101010001111001111101010111010110101101111011010111011010100110011001001011110010110110011110001100100011011111010001010001101000011100110111001110110011011100111001011101100000010011010111111100110001111101101110010110110010111000110001100000101101010011011100100000010100111011011110000011100110101001110010101001111001100000000110110000110010000010010100000001001000011001101110011101011100010001010001000,3811.3570902347565
42,10,200,[18.31409483],"135.70969440063098, 789.371134691637, 1135.2391673531129, 1240.158560492467, 2166.878038465444, 3291.1587532518956",600,80,00111111100101100011101101111101011110101011011011101111110001101010111111001111111101110110011111111110100101111111100101100100111111000111111101011001110001101001101000111010011010010101000110110110110011100011011101111110011100100101100111100101111001011100110111010111101011111010111101111101100100110000101111011110000110110101110011000110111101011011111100110111111001001001101101011000111010111101111110110100001011100111010101110001111000110111010101001101110000011100000110111110000111010110101110010011010011110011000111110111010000011011111111100110000101111011011010100001101110010100011111100011101001011010101111001101111001101100001001100110110010100011011101100110101000010000101110101110000101001110010001001101101000011111000010010000010011010110000110111100000000101111001000010001,3793.681170463562
43,15,200,[18.83089557],"128.38319089318637, 781.1064532807421, 1119.0182803801492, 1272.1528485068013, 2174.65531016588, 3263.7882875887485",600,80,11011000001111111001111111100011101001011101111001011111100110110100000110001111111111011011111111010101000101001001011101111110010111111101100100110001100110111011110111100001001101011001001001010010011111101110110101101111011011001110110101110110111001000001110111111111101010110100111010111000001111011000101011101111110011011011011010110100111010110110010111100101100011111110101011011100001001101001101011000111110101001001110001010101111110011011111011011011011001111100110111010010110100001110000001111111110100110101111111110110111001101010010011100110110010100100001101100100011111000001011100011011011100000111010011011101001100111010100111110001001010001111011111000001001111111010110100001100111001111011100010101110000101110010100111100100111101000000000000001011011011010100000100001100,3818.0520136356354
44,1,200,[20.44908711],"128.97063635583515, 745.0056316199098, 1141.97148624189, 1222.0343119754186, 2015.265491040744, 3184.4203693192385",600,100,01001100110011101001110111111101011010010111001100101110010111101111110000100111101111101011010111001101111111001111101110100110001110001110100101010110111010111111110101110111111011101010011110101010011101101100101010011111111111000111111000111101110111110110101111000110111001101011001000111111101100011001101101011000011110110000110111101000110011111110100110101011110011010000011111000001111101011011001011110010000110110101000110110100111111010111101110001101100110011111101011000010110111001110101101000110010001101000010101101101001110110001001100000011100101011010011101010000111111110110001100111110001100000110011110111100110011100101101001110000010000100101100000100101001011010010001000110100001010111100101000101010110011010101001010101001100011101000101000110110010011110001100101101000,3877.352233171463
45,5,200,[19.33600924],"131.926545850771, 767.9747981671709, 1149.029029169914, 1275.1960452120466, 2052.1146070048376, 3287.582956108395",600,100,11010111010001110110110111011111001100111100111001000011001111110111110100111101100011101100111101010111111110111111100110001100110000110111111010111000011111110110001000111011100111100110011110110011111110010111111000011110011111010101011101101110100110011001010111010010101010011100101111000111010111011110010011111001001101001101010001110111011101011000001101001111111111110111100101111011111100001100101000110101101010011111000110111111111001100011110011101101101100000110100111110011011110011110011011110101011001100101101011111110001011101100111000010100111101000111001100101010000011010011000110110100101110000111001011100011110101000001011111000111010000011011101101110001100111111000000110101000010100101001001001110010000000000010001001101100011101000001010101011010000011100010100010000000,3951.468948841095
46,10,200,[18.91805103],"130.33552880396854, 791.9667350550234, 1135.5879734506318, 1215.3378255334153, 2138.3939936297843, 3257.5409035434864",600,100,01111000011111110001111000110110111011111110111011111011110111101011101011001100100101111011000111110101001011001110010110111011001010001111111101101101110011110011101111100100111011100010010100101000010100111101111111101111101001011100111010110110111011010111100100100011111100101011100101011111011110110100111110000110101000111111101011110011111110111101001111100100011111101001001111011100110010101001011010000110101001100101001111010110111000111111010111111110111111001111100101101110011001111111011110010111001110000111001110010111110101101111011001101010110011111110010011010100001101100100010101110101001010011100000100001111101111110001101001000110110100111100100011011100110110010110010011000101100000000101101110000100010010001010000101100011100000011000010011000011000111010000110111000100,3925.7799077033997
47,15,200,[18.88796598],"132.03918434107138, 778.2645797460291, 1122.8527304807703, 1264.3605656872328, 2176.018276647815, 3319.8485099211753",600,100,11010011010111111111010011101011110011100111110101111011101110111100101111101111101110111010011100111011011010011001111011010010100101001111110100011001010100111101100110101100001101111110111110011100100101101100011011111011111110110101101111110110111111001011110011000111110011101111100111111000010110111001100001111011111110010101000011101101111001000111111011101000000101101101010110111000110010111100101010011111001001100111000111110001101001001100011001010111100001011110101111110110010010110101100111101111100111100001111110111111011111011100001001100001101101111111111011111011110011011111100111111010111010101101111011100011111101001100010000010110000101100011100010100001001000011001010101110001011101100000000110011000110110011001011011110100111100011110100011110001100100100100000000110011,3947.0253162384033
48,1,200,[14.91460171],"147.5578513793682, 820.383448138575, 1215.906163243781, 1440.7788125781917, 2209.083223223404, 3346.327204988951",600,40,11111110011110111010101101111011111111111111011000011110110110011111100110111110111011011111011011111111111101110110110110111100110101111101101001101011101110011101100100110100111101111011101001111111111101111111010111111100011100111011101101111110111010110111011111111110111011100111100001011011011101010100101011111011011101011111111101011100110111101110011111011101110101101011010110010010010010111011011010110011111001110110100001011110010011001100110111101101001110101111100101110001100110011101110100011000100110101001011101001110111101101011111101010111110111111001011011010001011011011110011010110010111100101100010001110001011110011111111000110100110010000100111011100001101010000000011101000111100000100111000011011110000011000011000110000000000110010100010010000101001000101011010000010100,3729.9293711185455
49,5,200,[16.40757921],"142.8067958040284, 795.1343366143154, 1206.97751093164, 1340.9611984877652, 2158.229054707377, 3376.3268570829523",600,40,11111110000001111111101011110100101111111111011011011110111110111111101110111011101111011011011110010110111101010111100111011110111001110111100011111110111100101001001111001111111110110100101111101111100011000111011111011001001111101111011101110001011101110111010111011011101011101011110111111111111111100000111101100011111001110111100010011010001111010110110111100111001000111101100000111111101111101000001101111010111111111010110101011000001111001101011000110110010110011101101111100100100001111000001111100101010100111111101111110101100110010110111110000110011011100011111101010001110011001101110100111001111100010111010110011000010000111110000101011101000001111000011111100000111010011110010010001101001111000110011001000001001011001111001100011011001011000010100011101010000010100001101010100110,3710.740250110626
50,10,200,[16.65050409],"138.11782873921283, 799.0812925292618, 1181.9164765371836, 1324.608164524927, 2237.108851129073, 3377.3683940361047",600,40,11011111001101101101111000111111101011011110111111100011011101111011111000101101111111100110001110011010001111111110111001110001111010111110110110110001001011101011111011010011100010100101100111111111101100110100111011101111011111001100011111011011101011011111100011001110101011101111111010111010111100110001101110011111001111111010100111111001101101100111100110111101010101101011000111100001110101110001101111110110001100011000101100000110101001100100100100110110011101100100001100110110111001010010011100010011111111001101111011100011011100111011101110110100001111101110100011111010010011111101010101111101111011101100111100110001100111110111111110111010100001001100001100011100000100111010100101110011011000011000100111001011100101000000010001100000010100000010000010100000010010000100010010100101,3688.766726732254
51,15,200,[16.8469511],"139.8468140001953, 804.0422035423774, 1175.756751609641, 1316.1017753626006, 2113.61599450114, 3250.575196433354",600,40,01101111101101111011101101011110011111111001011110100110111111000111111011100111110110100111001011111101101111011011100111111101011101101110111011100111010110011111001111000010110111000110101110111011110011100101101111110010110100111010111110110110000000110101101111111111101001110101111101110111100010110110000100111001011110110101111100010111101101011001010100111011010111010010111101101110111011100111000011101001010011110101111111100100110011111111010111000001011110100110111001100011110111001100101000011001101001000101110100100111111100111110010111001011010111010000101111010011110001111100010001100110001100000010011001100110010001011110111000100110010111010110000110101100011001111010100101110010111100010000100001010100010100110010011011000010111010010010010000100010000010110111010011010000,3693.41699719429
52,1,200,[19.91315406],"128.5029271349122, 770.5239648030052, 1136.1168343884144, 1181.0339174840628, 2168.7878889640224, 3317.2384206524257",600,80,11111001011111101110101100010111110100111101011101100011001110010111110101111100101110110001100010001010111101100101101101011111111110110110100111100111111111100101110010100011101101001100001011111010111100111000100101101100011001111001101101101010111110001100111000101101111001010101111101011100111111111110001111011100100101101001110111101110111011110011010100111111010010010111101010001111000001111100000101001011101110000001011001011110100011011100111000111111011011010111001010010101000110111010110110010110111111111011100111111001010000110000010110010001111110101101111111000011010101111011011000111011100110010111001000111011010100111000001111011110100010010101110111000010000001111101110000001110001111000110100011111111011110100010000000111000011001000011000000000011010010010011110010010110,3815.553571462631
53,5,200,[18.37625731],"132.04825802504388, 803.6965337644575, 1145.815893036741, 1252.9935214052903, 2190.0558724129796, 3345.478168734093",600,80,01100110111011111101011101111100101111011111110110111011111111101011111111111111010011010101011101001101000000100111101111010101010100111110101100011100011111101111100111110110101001010001111101111001001100010011111001111011010011110011101011111010101111001110100000100111010100111001001111110011101111010111001010001111110011111011111111111010111101101111101111111010011011111001010000001010011111111100101011010011011111101111011101110001101001001010011110110111110111010011110101010010001100100111001111001101101101111010101111110000101010111101010011111011110011111000111110101100100101111111111011111110000101111011011100011010011010101110100111100110110111000111010101001001010101011100001010100001000001001000001110001011100101001010001000101100010000001101111000001110100100010000011001010100,3829.6759083271027
54,10,200,[18.30960532],"134.7766778160298, 795.4498138946769, 1162.6626440872615, 1214.6764272417424, 2156.688661568044, 3309.05326488542",600,80,10001110011111101101110110110110111111010101110111010111111110011110101100110110001101100111001110101111100111011001100100111101011011111111100011001101001110101010111101000111111101111110110001011101001001101001101101111110100110001111001001011110100111111011110110111110011011010111101011111111111110101111011110001101010011010101101010111101110110110000001001111011001101001011001010010111011010101010111110111110001000101111011000111110100010111111011001100010001100111100000101001011111111101111101100110111100011110001011001101000100110001101111101001001100110110110111011111001100101100011000111001111111000010110010010010100100111010001100110010010001100010111011011010111100111011001000010100100110011101101110101111100100100101011001111100111001000011110110000110000010010000110100001010000,3883.982933998108
55,15,200,[18.85803145],"133.94452967862205, 791.022963371423, 1156.570002933338, 1246.795891794579, 2098.3557721077555, 3349.0000921036108",600,80,11101001101110110111011000101100001011100110011111101001111101001111110010011110110110011011100111111010011111011110010101111101110111111001011010111111011010110110111111100101101111111000101111010111011100111111011010001001111111110001110011001100011111000110100011010001110111111111111000111000101010011111001101101001101010110000111110001110101111000010111011101001110001111101111110111110001010110111101101101010110101101010010111111100001011101010111111011011100011001111110101110111010001110101100101001000011111010011111111111011111110001111001010011001110111111010000001111100010100110110110101101101011001011010111111101001011001000110010010001110011100111110000110101100101100000000011010010010101001011100010101010000101100100111001000101100010010100111011100111000000110101000000001110010,3775.68816280365
56,1,200,[19.89291412],"129.04374651021908, 795.8138666123826, 1112.528229680088, 1122.2088283205155, 2224.1611463663203, 3343.2798178884645",600,100,11110111111111111111011111111001111101101111101110001110010010110111001110110010000111100111000111111001101100010101001101000011101110100110110110100011111100110110011110011100110110011010001101111100010101111001111011101001011111101111100011001111011000111110001110000110011101100110001100101110011111110101101101011100111111001101111011001110011110110100110111111011101000010011001101100110011010110101011011011110000000011101010101110100111011110111101110110111011101111011101010011011101100111100011100010010010010111111110101111100011011111111011110010010001011111110110000100100101111110100000111100111101011010010111001100000110011101111100001110100011110011011011000110101111101110010011101100101011111100111101000000101100100111100110101110000000100000010010001100110000100110000000100111011,3821.90584564209
57,5,200,[19.12551447],"127.8889641771495, 797.8118377716087, 1151.8884498661191, 1254.4479133809728, 2131.1910659832674, 3372.5784912042814",600,100,11011001110101011111011111010111111010101011110101100111001011111111010111110110011111110011001010111111110001101101011011010111110010010011111011101000111010111000110100001010101001110110111101010101110100110011101111011011111111001010110110001111010011101111110100110101001011110110100111110100111000111111010011111111010111011001010101101111010010010110111101111111111010011100101111100011000010110011101101110101100111011001100011001101100111001111101011111101100010111011011011111100111001010000111100111011101110111001111111110100111101100110011110100011010011011011101100001000111011101111101010111101110110101110110110110101111111011010110010001111110100000110111000110000011000110101100110100000010011000000011100111010101011000000101110000111110100011001001010001011010110010110010101001101,3868.739333629608
58,10,200,[20.09243353],"126.2021326573383, 774.5201352863254, 1135.2089331883674, 1160.4320769961305, 2098.92305579636, 3209.806415318387",600,100,10111011110100010111011001111001001011111110000010010010110001111011001101010101011110111111011111101001000001011111111111111110001111100100000011000110010111111011011010001110001110111010111101111100100011010111111101001011011111111011110110011110010110011101110011101101011110100011110110110101111001101101000101100111101001001101011001010011011100111010101100110011100111111101011110010110110110011011011011010000100111111110010110110011011000000111101110010110110011000011100001111100110111110010110111100110110001110111111101011111100111000111001101111001011000111101110100110100111000010000011011011111100111101101110101100000010011100111001001011111001000011000010101100000101100011110110110000000010101000111100000010000001000111001110100001000000010011001000100000000000001001001001100001101,3876.9790875911713
59,15,200,[17.77528387],"134.75044785653685, 779.0721438218824, 1155.8883455467078, 1354.4066019892164, 2061.3858575738786, 3231.3215984711082",600,100,11111001010110110111110001011101100111111101001011100100111011110010110010011101111001001111001111111100010010011111110011110010110011110011111100001100111110011011100100001110101110011011100011111111111101100000000111101111001001110111101001100110110010101101011111010110111010011011101111101101110011010111011011111111101111100110011111101101001010100000111011001101000001001101111111010111000010110111101000110110011101001011011110010111110011111010010010010111110001101101111110001101111111110001010111001011001010011100010111111111111110101011110010111010101110010111000011101000011111111001001111000010110110000010001010111000110100000011011001101010101000010011100111100000100011100011011000100100011000111100100010000100000000111000010111110000010001011110011010111100001001101000100000001110,3879.8030354976654
60,1,200,[15.79544011],"143.50346456779837, 804.401737773434, 1185.664803678655, 1362.7918371418973, 2124.517599821651, 3216.5217936401327",600,40,11110011110011110101111111110111011010111110101101110111100111111011001111111011110110001111100110111100110100100110011100111110111111011111111110000010111100111101110101111011011011111110001110011111110110000010100011111011101010101101111001110110011001111110011101011111001010111010111111111110001110111100011111000110110110011110011100100010111010101111100000101101101100111110111011000111011010010111101110000011011100101111111011111100101111111011100011010110001001111101011010111010101011111100010110001101011001100110101101110110011100001111101110110011110000100110101111010010011101110010011011111101101010100101001011010000000011011101100100000100011011011101011100101111000011000010100001010100010011000001101000100001001000000100010000010100100001010111100010000101010011100001010000110110,3705.765806913376
61,5,200,[16.44494958],"140.0914862015085, 809.8042170852265, 1189.3633030736305, 1350.324882145888, 2199.49309847127, 3345.8101626403995",600,40,11001110110111011011010010111100110111110111001101111111101111111111111100101111101101000001100111111111000100011111011110111111101110011111111101101010111010111010111111000111010110010111110010101101100111001011110011010111011111111110101111010011111111001010010111100111110010011110011010111111111101101011011001111111111101110101110111101001000011001101011011110111111001011101100001101110011000101111111100100111101100110110000011010111010010111101010111111111010111111111100110101100101111100111110110001011001110101011111110110111011010011010110001001110011101100010010010111110100110011101101111001011101110111110011001001111000010010010010000111110110000111101100000000111111111011001000100110000010101001101100110101101111010010000111111001011000010001110101100001100001000010011000010000101,3708.4393033981323
62,10,200,[16.79287462],"140.60988392380168, 806.8750654150448, 1166.1232828920333, 1333.9873260730155, 2138.7694622732643, 3278.6258217765",600,40,11111111011111011110101101101111111111111101111101011111111111111101111101001001111010111011001111011101100110010110100101111111010110111101111001100011011011001010110111001111111111111010111111001100010111011011100111111100101101011010100111001111000001011011111010110101001110011110110110110111110001110011111101010101111110001111110011111001011001101011011010101010110110001101110000101110101001101111011110110111101101111001100111011111101111011010010000110100110011110011110011110011100100010011110110110010110111101111001110011001111111000111100101100101010111111101100101010100011110010000110100010111111110110111101101010001110000101110000011000110010100010000111100001100011110101010110010010100000001001000110110101110011111001110101000010100010011100111111010100000111100101011100010001101,3704.93598651886
63,15,200,[15.08083531],"143.57555221805802, 799.3625740692696, 1216.8945734142314, 1407.3163687040972, 2152.291551253, 3272.333228088903",600,40,11100101110111111011111011011011011111101111101111101100111111111010000011100111101110100010110111111001011011011011001111011111111101110111101011110101001011100110001111100111001101100111001010011111011110101101110011011011011011011110111111100010110011111111010111111111001001111001111111011110011011110010110100011111000111001100011111011011011111010011111111101010111100011101110101100001010110110111111100111010110110111011110100010100011001110110101111010011011010110101101000011100100111011100000011111100000111010111100110101110100000101100111000111011011101001111010100010101101110100111110001101110011000101010001001111100110111000011010110000000011010010110000010000100000111011000111001100010110000100110000110100011011101001010000001111001101010101010101000000011000000000000000001101000,3696.641866207123
64,1,200,[17.82803595],"134.31301492256335, 798.2219386454128, 1140.8504527735722, 1264.4484120596123, 2151.147301341781, 3243.2204418954216",600,80,11101100111110011011101101011010010100111111001101110110111111110110001101001110001001011111110011011111011010111110111100011111101110110111011101100011101100110110010001000111011100110101001010111111111001001100100010011111101100001111111110011111011011011101100101111100101101101111110101111011100011001100111011110111010111111001101101010001001110011011011111101101100100011111000011101101101001110110011100110101110011001111000100101100001111111101111101010001110011111011000001110111100110011110011011001001110010111111101110101100111101101001001011010111011110011111000010010111011001110101000101001000011101001001011101100110110001101010010000100110011111000100010001111110101000111100011011010010111100110101111011000000101100011010101011000111000001101110111001001000100001100101010100100001,3803.575798511505
65,5,200,[19.63113903],"132.28223198125986, 818.6657068604233, 1152.133834734357, 1169.022038234985, 2142.9567415601696, 3352.4008239082546",600,80,11010111111100100110100111111010001111010111110100101111001100111101011111010011100101010111100001101011101111111111011101110111111001110010001101001101011111011010101110011001011011010000111111011011100110110011000011100011111001110100110110001101111001111010001011101000011111111110110011011111100101011111111101110001010111110110111100011111000111101011100111111011001110011100110100111001111011001001111011111001101010011101110111010110111001001001110101101101111100011001100011111111110111101111110100111111111111010110111111101011101111001110100110010010000111001001001110111011010011100101001011110000110101011111000110110111001111011111100110010111110100101100010101011100110011100010100000001011101110001000000010011010000110100111001000100001110110100000111011100000110111100100001001111011,3778.8678855895996
66,10,200,[17.94442452],"134.33483318954333, 797.5349322304517, 1155.793672596471, 1261.293736160789, 2112.805098246012, 3245.086159587138",600,80,01110001111010110111001110001101110111010111011011110011111111110010001001110111010111111101001011010110011111011001110011010101111011011110111101101111010110011111111001001100100111111001110001111010001110001101001010100001110110101111100100011100101101111101101110111001111010111010011100111100111001011010111100101110010001100110111111011011011000010111110100111111011110101100111101111000111110111010111011100100100100101101111101001111001111011011111110111101110001110111110011110011001110110101110011000000110000111000110100101100001101100111100110101101101010110001110000011011011100111000010011101001101110010001110001111000100001101100111001101101101001010111001011100100101111000100010110010001110011001110100000110000100001100000010100000100011010100101001100100101000000101010000110110001,3792.7142910957336
67,15,200,[18.87035876],"130.38871067922855, 783.0114265224883, 1101.8894530852506, 1260.9082885449654, 2216.074707800324, 3304.908248436684",600,80,01111010011101111010111110101011011101110011010111101100101111111000011101111011011111100001011101110111110001110111001100011000111101001011111001000111101110100111010010011001111111111010101101111011110111100000011010111110101101110111001111100001100000011011101101011001111101101011110110011010111001100101110100010111110110011001110111101001010101111101110100111111011111110001110101101111001001110011100011001010010010101001111110000001011001011000110010111101011111101111010010100001001010010011101110011011100111111111110011111011100011010001011110011111110111111110100110011110011111101110101000110100111001000011010011010110101111011100010111011011010011001101111110111011111000100011101000100001100010111111100001111011011101111111110001100011110001010000010001100011000000000010100101001011,3848.4100227355957
68,1,200,[18.6059834],"132.08874629726037, 779.6693489255158, 1123.82166733814, 1256.6176270979506, 2172.9954249210314, 3258.2254991588234",600,100,01111110001110011111101011101101111111111001001111101111011111011000111000100111110110110111111000011001001101111110110110111010010101101100011010101110100111111110101111110111101010100110011100011101011011001001110011111100110011100101111111010111110101110110011000011100110011101101001100011110110111111010010101111101010101011101111111101101001000101001111000111101110111100111101100101000100011110111001001010111101110101110110001111000011101101100010010110010010011100110010100110111011110101111011001110101011001010001101001111111101000011010101011111011110111011011011100011110111010110111101111101110000110011100100001100001111111111100001000110010101111011001100101001100010000100110101010000110101000000100101101001111010111100010010101011111010110101101000010001001100010011111100000010001,3831.6651933193207
