,errorLimit,f1,fbest,freq,grad,sol,time
10,0.1,200,[4.64983775],"199.8271280777778, 768.8809727708644, 1468.4475479631133, 1694.4217075494473, 2575.109765253979, 3289.513221983581",600,"[14.130673106534534, 12.115237868343577, 12.354485052700534, 11.956583722000195, 10.530759684525286, 17.090772438598385, 16.90704511481198, 10.075745031749967, 10.749857207168036, 13.7112147516987, 13.244566759749858, 12.819405227588309, 12.273403728382355, 13.50649260488339, 11.70670597306479, 12.176231603217033, 9.91223362000342, 13.411968933396846, 15.092612456495408, 13.350961853043291, 14.119606956519085, 9.24003033648303, 12.012624807804343, 11.58939912343507, 12.05657733141681, 13.384942513163566, 13.167478215775775, 11.148239194493685, 15.269332910034032, 8.054345545048657, 9.269511450814377, 10.376381949527588, 16.50349194688508, 10.207411248413536, 11.958186043194418, 11.337727973251665, 13.825046329451991, 10.801818361971455, 11.992774214450415, 12.19014336774996, 13.306266014840503, 11.618505866615873, 11.390244131314214, 13.042018689424491, 8.121774685171173, 10.82277284732926, 11.447755893537568, 7.604526387468911, 7.960992243825602, 7.682735098691994, 10.07960021212324, 11.914226393132754, 10.557782123099459, 4.65653805231288, 8.03909792969237, 11.295092281897979, 9.340243143831477, 9.848097965390524, 9.712126758688902, 11.585086492221919, 8.397326686982474, 9.952583304834615, 9.469880357438743, 7.265592956697461, 6.16053383337474, 10.849180334235754, 12.049318783551326, 8.171128941033007, 12.941562410845696, 8.770694363503134, 9.51267117190393, 7.142085107022053, 9.231876857153303, 9.016119541389742, 10.221717057525261, 11.235171084019823, 11.251490602063937, 10.57315504272833, 8.19298145216832, 7.457712374214039]",3636.1588950157166
11,0.1,200,[4.06398915],"201.39698173985923, 843.2825823686256, 1252.1895834320694, 1964.047446581662, 2548.994981530949, 3327.0106532682157",600,"[14.467899725033929, 16.890816373911637, 12.925316783909466, 11.613003282097973, 15.006589363047807, 12.665919177848407, 12.740855908014765, 13.821400257998636, 12.441081367513917, 16.04545483722835, 10.845284994219966, 9.566594005407255, 11.799313673777744, 13.915337158175076, 10.765976723575388, 10.32906676950126, 11.706686868175376, 7.612105900640824, 11.949892673627723, 10.254592221482039, 9.279929850847092, 10.761748925913476, 11.302200813760491, 8.992617581969846, 11.180041765129621, 13.778652412746851, 15.8915178625717, 13.185754665627458, 16.144563307578434, 10.32970019498, 12.636938839932753, 11.836969756444699, 12.499162448185999, 10.822640358733077, 13.592202438775535, 12.653445716627248, 15.284599219294979, 9.32407191011489, 16.330384160037287, 12.520779431921124, 11.879736031592495, 13.52036258029316, 12.457117911934889, 8.326843749562224, 10.409399443453589, 12.875721312953232, 13.975367210788871, 8.900385027219949, 13.58328664911949, 9.74513343065344, 4.798362828534224, 5.377448955188385, 9.208531177713652, 10.68593609039535, 11.296088020045893, 9.121546899628392, 9.911584761993309, 8.868124031420717, 8.445921432958494, 10.334568795719168, 10.817480389455152, 7.122409457062337, 7.9908217788994165, 8.67733367986365, 6.472557259281894, 10.531528865497474, 10.391837040624896, 7.702775464868053, 8.836901800484098, 11.37601268722502, 10.625969458149317, 9.89903141072372, 6.318885686405076, 9.733754078102212, 9.000502437104984, 11.28871982844119, 5.152226992089328, 9.215619029149876, 8.21725292019907, 9.448698803763284]",3631.454845428467
12,0.1,200,[4.69469739],"49.851451704303635, 95.7674849057542, 123.76672662914447, 126.68136625019092, 126.87402425507979, 149.0305250449407",600,"[21.31282553326347, 13.71099812705666, 16.678029887830412, 13.682137418147914, 10.063000954680932, 15.978232711254055, 14.5616504608263, 15.076583488239933, 12.195154533516893, 14.01351559738798, 11.561924041694263, 14.506148636578661, 8.577852341362135, 12.890164798107323, 13.375374859550636, 11.760437496221439, 13.219478756910878, 9.301744029212864, 15.54623155544885, 13.793249679027285, 14.24174977569862, 13.146137004816717, 14.861647023238751, 13.356943015847033, 14.515660992617585, 15.7539576963451, 7.279265901769829, 13.262229869660809, 11.81935009475799, 17.60871537336829, 14.412756537468576, 2.5972901318393626, 6.794835638379319, 7.534907127592415, 11.720177414895913, 16.052799816761485, 16.82876895485527, 7.695899129739096, 9.858084047181142, 16.023872209826557, 10.15807809925829, 13.518276134478892, 11.421041891196246, 10.179732016066698, 6.930372541253871, 10.76525600267922, 6.65234287625305, 12.655031807890685, 12.696315791706427, 9.629371823227448, 5.860914423328572, 12.44693879983023, 9.356129046469052, 13.205654371929057, 6.69685598346295, 9.872876856940334, 10.933764477462882, 10.23171696087249, 10.933415525405717, 10.40816502878967, 13.021097285377657, 9.548801444462978, 11.64128184089638, 11.213439771751414, 7.9481315500769165, 8.324250204184432, 9.579617865312667, 9.108388954861255, 9.941746432048037, 9.682331660209439, 12.253490288238948, 7.94897022307438, 6.764309730072791, 8.798773348602023, 12.405822723382446, 13.065500391107731, 5.339521293139166, 9.314468077113156, 8.440524839668788, 7.4345774128281406]",3605.7412719726562
13,0.1,200,[4.4253962],"200.73230674576703, 820.251596312169, 1282.6828982027175, 1883.3316252374045, 2671.747923825699, 2986.183188873399",600,"[9.108519141005974, 12.488238997572106, 12.620483291606583, 14.849678823894656, 13.349054747735677, 12.873587385027992, 13.817048750975566, 9.538164868010467, 14.31851537284009, 10.771796365202514, 12.080939576100757, 11.684142692015273, 10.948409396038263, 10.052577011524754, 15.16154823749375, 13.712773346301232, 12.650319659495034, 15.14197278095766, 12.696869969077223, 10.740673127146124, 13.802344220813653, 10.81747156546297, 10.461103443497521, 9.532287210685665, 11.556574944115898, 13.176700313230514, 12.116603984086291, 10.418568054666736, 7.081065108372914, 11.717399522484028, 13.061816956978074, 9.856232110582315, 13.891794851191404, 10.000613135852317, 12.544918804575923, 11.52307717349377, 10.496241423174203, 10.907134253959674, 10.616049347114023, 14.529312638727259, 8.307309291648831, 8.07445551470237, 10.722382016608304, 12.037347031255376, 10.35500149461671, 9.29230479310526, 10.29225392160894, 9.981235541761873, 10.79946009208524, 10.251485763462444, 9.313914056558058, 10.008060433175597, 9.50233382697843, 9.94453672833481, 12.567463056087401, 11.134846479774119, 8.959449824356419, 11.675832366892505, 9.88850051867161, 8.176672674995364, 9.46426910859751, 9.498396735057293, 10.493091139699345, 10.369117463976442, 9.715905055864159, 8.91020108355139, 11.774332048529988, 11.346916307528641, 6.800515922771012, 10.918578696127476, 9.752688273958752, 7.450835654547033, 10.428930461266859, 10.569865150544745, 11.821710397885253, 10.15247757416886, 10.900245523002363, 8.619521731273133, 8.962273931878048, 5.875800760476401]",3636.114982366562
14,0.1,200,[7.76044448],"214.36079386883054, 801.7577761540646, 1248.8872260008966, 1367.7389120675712, 1700.4422774046272, 1754.9919665839095",600,"[11.416010616888242, 10.229880767245639, 16.078352138636973, 8.907598449551426, 7.487263633134928, 12.300205077427036, 14.950931128842196, 12.440953482954239, 10.430716118947936, 12.414143643142717, 12.862092481596894, 8.45415319127047, 13.64997276759838, 19.10578338512282, 7.8181784139184085, 13.807757071043989, 15.01518849079726, 18.798645873105254, 13.39083907962263, 14.822660825149725, 16.811345323317507, 14.088217028432565, 15.388128448705329, 11.587096750640969, 10.504736558268561, 12.677281566480017, 6.803457779361901, 7.208219541000051, 14.977852156446778, 16.15802805564739, 11.322480019858602, 7.571888737618336, 13.126890305517184, 5.418480709415889, 8.18654213903771, 10.073118306014843, 8.681184406386256, 10.956715114920724, 19.610986695591258, 13.077657629426726, 9.328965373583136, 10.399836229019456, 9.579582938185162, 4.579325708828738, 4.625379427849778, 10.17504113640708, 6.248643013455747, 9.520447095854713, 9.661673358082048, 2.2570220653815842, 11.690419341744763, 10.06388442550016, 7.714708256604078, 12.276879467277055, 7.433908659587731, 9.08330189932587, 6.4363541085161255, 6.957379757744217, 11.887205836329601, 9.001292407439085, 11.009923992264671, 9.800824792249252, 3.104755553885653, 8.436411103509602, 7.829178757958799, 8.565614423003353, 3.970469966909683, 7.585128111605931, 12.481468346450383, 12.373038480222103, 9.878605111419827, 3.983232442386398, 6.209423935739542, 8.630950803033622, 6.450521472635316, 9.304142051833491, 10.404861944471566, 4.965174537037601, 9.140971275227027, 10.42747911164367]",3612.5724844932556
15,0.1,200,[5.84035033],"175.89335998206315, 738.3405199151138, 1422.5188327720323, 2076.5152251184204, 2723.106194077947, 3364.5784098004324",600,"[15.007634073855677, 11.096088247623658, 9.217635216667666, 12.753679000912689, 11.847028367807278, 13.10939312362327, 18.538497352773263, 12.234581658312504, 9.386741507507887, 13.156268182085952, 14.04368494896377, 9.644209276451592, 11.95857010880823, 12.278600215345502, 17.475308387734614, 12.803684709376569, 15.564709969256523, 8.198567694898278, 13.347444672394797, 11.407766531343489, 14.440363533329414, 14.294912792180034, 11.767426107562665, 18.58899614152977, 11.171195269973799, 16.298621871472026, 10.06981263104767, 8.06228349701594, 10.553828174524634, 6.424942873411297, 14.820507181111969, 7.757228097115443, 9.965102947893742, 13.244411017928403, 19.39467335380085, 13.749967191764766, 6.487556295399207, 9.60622902816506, 12.373936628571215, 12.356252792787906, 2.908686464528493, 12.01606795121311, 9.320012354981552, 10.60799022367279, 5.222650053529819, 13.392339101679045, 13.328200210383855, 12.252449394104305, 10.257647592718685, 2.3142248263660883, 8.721227268083949, 9.869534726480154, 11.93973647226479, 10.079111427762372, 9.58348625493429, 9.125455663819826, 10.932031087515075, 9.989190691429979, 9.8282221319914, 12.04807942267167, 11.360181961118071, 7.110803833049413, 10.671454446474826, 10.50198287721977, 10.950331392637182, 7.903973963736439, 10.932672459912187, 5.617819698251356, 7.503577353950243, 8.537206947152988, 12.919071672108092, 9.253577182489346, 10.207396320370783, 6.499413848728831, 8.824730724267946, 8.055974183686715, 6.947819591635582, 10.713919340639869, 8.75007809424953, 9.796875916499742]",3638.6167030334473
16,0.1,200,[5.48173969],"217.77881017953348, 790.1891461408221, 1432.315969236416, 2119.4329790926918, 2969.329678557841, 3190.7188333685453",600,"[17.39684007957533, 11.434636512947648, 8.529764915290475, 11.053943682670456, 16.00673731071068, 15.616104960936982, 12.561768990855269, 14.730718734931349, 13.566160683614058, 10.319870474993271, 14.243877203415932, 8.567467813346749, 10.08145873583453, 15.927268660449654, 13.65102702178983, 13.602020143082772, 10.36476559647113, 13.762648710247642, 12.6999152363794, 11.388058434117244, 14.841708590143005, 10.82772917644492, 11.390785402021011, 10.500478519240014, 11.564798778385333, 12.331065775284893, 12.409223998613541, 13.967294215393773, 13.682072099915327, 11.071394225954347, 11.786836853734902, 7.18944388121929, 12.591852088663964, 11.380678060540665, 16.54465534648053, 12.686884779111848, 13.36465078637601, 10.950334824200402, 12.618050318062846, 13.548347086950738, 5.5670552871631935, 10.448570646019194, 9.320680048511687, 12.531523040370127, 11.125758165244807, 10.673505460505094, 9.863836998791502, 7.416468638401953, 12.188961728043406, 11.799379469031098, 11.892028517443919, 9.585681592115128, 7.013790029675254, 7.1680344492242485, 7.872955663814308, 12.786172748966239, 10.745053027860099, 12.146994523942745, 11.384140145133713, 8.332994621606176, 10.08247097609075, 7.487172468339852, 10.32779638386125, 4.859024002310122, 12.089363556701805, 10.38208058212603, 8.321146199853079, 8.431671170992418, 11.237053683490993, 7.693732304310227, 10.765783358980672, 8.16828115228823, 10.86773521265808, 10.34328961011246, 12.207100414485955, 8.409162026684834, 8.106117688511606, 10.09624729890726, 12.058716807473655, 11.698943307752636]",3606.2517261505127
17,0.1,200,[6.68548846],"209.2534063119848, 775.0079328587028, 1417.512140329563, 2396.107136310644, 2873.909508921497, 3206.1430476888645",600,"[12.28398439621409, 16.777144524532318, 13.624156621331332, 10.632228728860387, 12.95923615295129, 12.42557164116979, 13.666729810237557, 6.5512348602985115, 8.791204603506978, 13.898073144055424, 16.779895147374223, 13.742020854221083, 16.294377851103114, 14.110444056639173, 12.576823625399207, 10.711275702008777, 17.094197782207054, 11.281718378301754, 9.211288445825506, 6.452844758083507, 16.707353131690418, 15.890886565071407, 10.798538384507502, 14.945413119751217, 14.344260328719082, 15.479631201195371, 14.312864453872914, 11.793685402104698, 12.164015619536489, 11.52536323983757, 5.988235596230816, 12.105339406920981, 3.8287478954341028, 14.113999004278194, 10.372158907693446, 13.351588600394916, 7.971323149916636, 12.45537491134207, 13.356529356476218, 9.37220673150678, 13.503547059973661, 6.211860213890364, 10.680788128304197, 8.525613197217229, 4.312876383141866, 11.413102729410873, 12.480284836556056, 3.829473207355666, 7.194701031748377, 11.510331182325416, 12.320709180856, 5.692714448371604, 11.016198374949958, 10.240597639787614, 6.530372474776567, 9.770259225038705, 6.9600706383090065, 6.676179357849944, 8.585803699442987, 5.997255630003992, 13.495156679991222, 5.28767505093326, 12.126438972036246, 11.667766349760225, 2.7672259920264137, 9.71306870163126, 10.413120690545073, 8.380998806697171, 8.581670200678788, 13.001894579875307, 6.927216017580733, 9.07141307933312, 5.058649628769066, 7.789348118007212, 11.185392153343091, 10.96999745857895, 9.41632684273023, 8.557827866857018, 6.747325111685546, 10.075254249578029]",3635.4871156215668
18,0.1,200,[4.1335175],"210.99041807797772, 846.6125986930465, 1437.1176698124818, 1965.6054296184507, 2609.34322914083, 2920.0313163110586",600,"[13.0103463665872, 12.018583799184096, 12.780256232646808, 8.815045167579363, 15.880029365895556, 8.933584961127128, 13.919397535105608, 15.37324522247552, 9.614186846178114, 14.535851538945858, 13.668795595459015, 12.443170390305731, 14.17907530233153, 10.69382919017651, 15.742960732976078, 10.465561452398006, 12.827747663959858, 11.689796367238936, 12.663530631323054, 11.979557662577202, 12.983969034975528, 11.491544162853922, 14.883806175024057, 13.74466567246978, 12.987175774878391, 15.210422506562288, 9.572976587627132, 17.232411338417425, 12.268782232073331, 10.296884364310353, 9.665260193587068, 13.401684052893186, 11.610562104385455, 12.849299807234061, 8.206236584664143, 15.227703000250575, 13.14520035032222, 11.264091702115978, 8.05648906924355, 10.324044434663067, 7.109452309035825, 9.473181692788119, 9.621762051346018, 9.602810305756336, 10.169894460792937, 9.480560034808336, 9.698459781736863, 10.342229874472915, 11.38297548719423, 11.065067831885587, 9.276456802743356, 9.81569108053741, 6.095992043115778, 10.141866852426524, 9.217174440668096, 10.154505221108744, 10.685751088530202, 12.726711627365573, 6.838884290519421, 9.184986051854354, 10.199220701645542, 8.244547328096965, 12.462655858082941, 11.301439127390104, 11.204449332652207, 12.141643612531388, 6.7979704266322045, 10.023800948097165, 10.879320408025869, 8.022965439721567, 11.199779198214205, 7.628906630570099, 7.744636604866283, 12.030989969927044, 9.415643210705735, 10.081763984739746, 10.023890303941936, 10.013519498909764, 9.826577991105365, 10.584956064767082]",3611.8566451072693
19,0.1,200,[5.78114724],"202.59905401339591, 763.5271578317249, 1699.5117489519757, 2065.480451180196, 2665.0113844937023, 3253.1352125556914",600,"[15.926397548360155, 14.813981195156314, 11.940276153863977, 10.64355044910899, 12.05285026959645, 14.098723166961586, 13.071950256265595, 11.637505578721006, 16.339348091834005, 10.491730308573619, 12.17032342254238, 13.296864823532726, 16.03708191514302, 14.895319745546136, 9.416804868715639, 14.783613794429828, 13.94366336710602, 11.087173463249536, 10.619514547786498, 13.172242486538808, 12.457383070568252, 10.484189683393119, 9.09418549392041, 14.879953238602496, 16.28876128868279, 16.398123878699927, 10.305815115575385, 13.808752914122016, 8.793608800216274, 14.074320352170067, 15.417583045431208, 10.189233067673403, 12.62764619164675, 6.981105998105258, 12.103020326262081, 12.487805213582746, 13.103481558974512, 13.739480034751079, 9.485103637896845, 13.06684912228167, 11.71561364861892, 15.145292811279518, 9.446033801093396, 12.045509389087606, 12.449806349129515, 8.071374669180488, 11.291474196804163, 8.182136749027576, 9.548399203462019, 11.366419224963634, 10.987253034233868, 8.130970252308238, 8.637087916259478, 10.484408301783514, 4.7836079201918205, 11.835220811047222, 10.851732293136365, 11.632342287742679, 6.239131117421344, 7.989076833453976, 7.763058197063107, 11.140622834656893, 7.663581244404406, 12.37955570664631, 10.552506756408668, 6.804841682869198, 10.411820272693955, 9.258149035068588, 10.879333515527664, 11.203538479740603, 7.474851865965779, 6.724513420246486, 10.05844425516423, 9.349117064101534, 12.184932850431489, 12.916003973734531, 7.516829893782382, 10.336379190594194, 8.110726853942062, 9.708906822230116]",3604.790196657181
20,0.1,200,[4.34274166],"204.94398769233865, 837.3678357801595, 1376.2730797894428, 1939.6789543972855, 2699.972022375444, 3452.117309811121",600,"[11.074926703291817, 15.78877746277357, 14.538154900280674, 11.277483328125635, 9.866044497173311, 20.61557584092903, 13.298632444081559, 12.722619417014538, 12.105925060852421, 12.770252358405576, 11.68902269517754, 15.0845619420914, 13.082421614762364, 11.310379453865986, 14.186045415194746, 10.504993663515375, 11.294050457775498, 8.781669542752212, 12.192956134165478, 12.49571843643209, 13.162247453154382, 17.161998395856184, 8.268936553905842, 15.04320192598218, 11.256303736480556, 10.497841853770485, 14.773201515487006, 11.493988106289061, 10.001551929960643, 8.903801185836134, 10.566456996208629, 13.460522915847827, 10.482056651754146, 12.445489665469294, 9.79784697930693, 15.069914034822778, 13.306970514105924, 12.674611053053741, 12.144451349034602, 10.012758521958828, 6.499840471128405, 10.809393327336565, 6.309165987354488, 12.247721888293292, 11.482349853833925, 11.759724976508453, 10.59264719631772, 11.551239712010402, 8.081449752921946, 7.066164530831259, 10.129560649784654, 10.90336070495109, 12.369912024423833, 12.54482588610509, 7.299993537821523, 6.890799742512608, 10.09374497776573, 7.343953971547948, 10.918647528105327, 5.766658958059605, 10.845537646306859, 11.905161304426215, 5.7583040871503215, 8.534960718473451, 10.58415792662119, 8.665545672785772, 9.699682805884853, 8.546789405054044, 8.92422323215136, 4.034020588427259, 12.260404060643854, 10.434819552746193, 9.529990090625454, 11.507979465634675, 8.64273615488499, 12.289457364452733, 8.858818626007642, 7.497905717852176, 8.869242069749541, 6.5080176048415]",3603.722359895706
21,0.1,200,[6.98851389],"223.2811123982827, 898.9398901525755, 1554.3015029246533, 1974.9852335494209, 2551.6017103367503, 2815.0253583424615",600,"[12.85791303009607, 11.666334016971678, 12.785907670098092, 11.611691990545339, 12.351821905173049, 9.963260404312507, 12.732074152373253, 10.172027947900938, 12.42243346823253, 12.729958501693195, 11.432733906604017, 14.846110654237961, 12.432166760823817, 16.886337350283817, 11.855634595442748, 14.484200468257487, 14.021177413710191, 13.341901270049874, 11.683006041528447, 13.460654706279596, 12.966949460241041, 11.002006560122497, 7.8634153196461565, 12.86186544069284, 14.4071417941453, 8.379384472166183, 11.302036903334868, 12.37707578593651, 11.86092839367936, 13.377791882607376, 10.293192657619084, 12.859822345552582, 9.777483502205738, 12.719510624548201, 9.482852745672501, 12.042010967841826, 12.481716232161412, 9.530359113162449, 12.243399237521812, 10.708752684678617, 14.15275899075416, 12.948825296007625, 7.076241759547309, 10.179599663593823, 12.135479758237075, 12.098651588390613, 11.33418927634928, 11.340522009768158, 10.676506903417044, 7.954296843775762, 11.360284868706314, 11.340288278578779, 10.678994073268896, 10.272070651119042, 10.513698031106404, 10.04021969345501, 9.117622577809147, 10.637882341429437, 10.645805946384478, 9.98495285964681, 11.350549829703139, 8.391331601303387, 9.17711856050324, 9.89924977307858, 11.38678118486988, 10.577979364390963, 9.73950724236165, 10.961077371645583, 12.03148473520247, 9.141901263576012, 8.45861267567834, 10.856594608105075, 10.450245234693725, 9.729587958426665, 6.839258550220362, 8.91005778913532, 7.52903209037295, 9.816223354191601, 9.887500795887046, 9.697961397241983]",3606.13277387619
22,0.1,200,[5.79092532],"200.3876398793018, 824.7517567320059, 1232.7167322141565, 1824.9493065484305, 2519.430289639251, 2954.962585151573",600,"[17.538130751634185, 15.6201922683615, 14.471067766775263, 11.018562979402105, 14.83202969996526, 12.768872154214378, 12.488675912798902, 11.922451354042874, 11.40721712017619, 11.171252702213152, 14.69396824535909, 12.608988029821766, 13.20857637352798, 12.821395427053181, 13.060131256622638, 13.018280168231053, 17.856816218020214, 14.773798426894528, 9.530186386150955, 14.863598810839619, 14.451006043573972, 7.710536458382954, 14.13254933437583, 11.490391884004334, 7.406426001033028, 9.797924917357573, 15.645912389705307, 13.037571436287108, 13.858986247542989, 10.768041873726224, 15.684100814298287, 13.18006287875886, 10.286993810605793, 16.360449767292522, 9.68566306060942, 8.231398791195504, 10.953461078900428, 12.445673417436733, 14.743072153244515, 10.973294186699574, 11.560054033274904, 10.462965600005127, 6.832388100210983, 8.618409390613182, 11.487924594777033, 13.190430229541734, 10.425782411238426, 7.621764059536537, 11.901116314185106, 9.695165414831523, 8.053029857171124, 9.362884441372415, 9.26224639896365, 9.270009313516834, 7.0321241073919545, 12.074522256131864, 9.005439436040657, 6.99575455212856, 8.176074868528127, 9.231863160162053, 8.043261983616338, 8.599540215433878, 5.401670896418782, 10.486743226689331, 6.38571913840091, 10.966326228701146, 9.474882060068454, 12.552958557194069, 10.163729494240526, 11.47634107460229, 8.03044752163032, 11.67056993305308, 12.465974321855365, 10.048597019303035, 8.34233902504899, 6.885950729857511, 5.409924962734882, 7.461890137586165, 10.80174823007568, 10.125952552714727]",3624.02774310112
23,0.1,200,[6.13796912],"203.73567182126112, 760.8646709059626, 1210.695742377268, 1886.1156783758304, 2739.7856640027944, 3375.181057882459",600,"[8.728534381189112, 13.897091276462977, 10.775895392375155, 13.316178273744194, 9.019464707251899, 13.988359830901834, 14.289678753945882, 16.792163777657702, 10.05495551447045, 11.162428408931653, 11.925190039565042, 13.203734138377417, 11.129777490495096, 13.127354627904008, 12.188915528045142, 9.178533950660109, 14.651639009347951, 10.857584308957927, 13.196359861331791, 17.786218842389975, 12.719420685520447, 16.305966227033917, 9.480796977382957, 12.813137781189896, 15.132961637499047, 13.188437441336836, 13.604242942440772, 13.907098182977627, 11.035376093753914, 15.186173074743582, 14.176468239739268, 7.35536657463612, 14.696964444061328, 13.61155475206965, 7.464861830958524, 12.981439740020766, 11.838918532097551, 7.451039220083094, 11.558959272349203, 16.79868480507212, 10.05696791988611, 4.831981760217138, 4.90363258681767, 12.498660102875101, 8.030325615900576, 7.354849166833479, 12.123995338723219, 8.948757258581505, 9.560983112534425, 10.584439902266379, 11.188507613692122, 10.142258584909033, 10.719832488035465, 9.816747095086821, 12.42963998269571, 10.45283167532431, 9.217735647550349, 8.533155519006472, 9.761101981725751, 11.892775936997573, 6.795166795444473, 9.68414903656282, 9.937601710822646, 12.75526583221722, 9.537484294391106, 6.137709861854091, 6.9955183714423, 11.153217572152666, 11.0495265621181, 10.68564264292742, 8.563439718965078, 8.141269542374824, 7.216832344690037, 4.213914667985348, 10.082950611454848, 10.55658851331254, 11.05483839926946, 6.839973591903558, 8.063108142139015, 8.686749137170182]",3638.773553609848
24,0.1,200,[4.52682281],"196.12681137405102, 842.5376179465526, 1415.0762153946534, 2019.6824987067591, 2848.610730202013, 2934.904753573494",600,"[13.011791312449315, 11.218673759820318, 12.619296264058418, 10.977496760292437, 11.16369078669213, 11.142576633228853, 13.923311613203872, 13.506723254717159, 12.629584994701933, 13.202085587613222, 15.267160509973944, 14.918310373108408, 16.67520435623012, 14.52553547922795, 9.344267647334954, 13.795928523452321, 13.507760244863022, 11.22926554998946, 14.853235341885213, 9.597874365480068, 11.069789901285974, 10.183077501845966, 15.31536067277313, 10.806861976937302, 15.601524780003128, 15.096979137212903, 11.526114526104667, 11.96502835289133, 7.491951561345313, 11.535274641115587, 13.114834870771372, 11.622133159859983, 7.040597772566195, 9.836254576982231, 12.28642883154833, 11.725086952468214, 10.247164835762204, 6.894372507706905, 13.31857398935056, 15.944024506985903, 12.336491030896338, 7.226460557522044, 9.810484953054827, 11.37037318949411, 11.118542989152044, 10.291351840584666, 7.115250591232973, 12.324198236030927, 10.520109479645273, 11.285822921598234, 6.961293121390333, 11.84154674148619, 9.671591991693523, 12.850833979535107, 9.46999663481302, 7.671378709964084, 8.43163079037369, 5.35161646543394, 6.9805781672082965, 9.037819281702939, 7.973579548841079, 9.797192750708348, 9.759032409343373, 12.417438836423052, 10.179714342915892, 6.24181579139137, 11.013322896671315, 8.111823262716449, 8.601499939931209, 10.481046080982875, 10.928199370040321, 10.388182501025007, 7.3655514803939415, 9.23933453384147, 9.427303132874185, 10.93787273895157, 7.062433365764632, 9.440742779335878, 10.12685404886162, 10.039614521187513]",3622.6216900348663
25,0.1,200,[5.70389325],"189.75174252639775, 796.1545276690931, 1309.434369837505, 1758.541130440468, 2687.9488876926985, 2985.8396279005583",600,"[11.729266645942296, 13.505263305377978, 15.83104941115029, 10.748858553292767, 12.699926547527008, 9.57274350249458, 11.630644395275576, 13.53821459292778, 10.567635375186706, 13.371047048851432, 13.13955279878097, 12.236966759783943, 14.408777075368068, 11.722662366628471, 10.895379352879669, 12.345154269953957, 13.059758573059174, 15.294159881822324, 11.971355247618416, 10.147946970209338, 12.88686945121176, 11.72801110594667, 14.80123344213795, 11.719613705896464, 9.67281079589631, 12.753743011993677, 12.29573580128465, 13.410341667166996, 10.397286154088281, 9.58698526733567, 11.533638575984655, 15.97129105052313, 10.997612384308448, 11.14376245605257, 11.297522302323385, 12.845654748574063, 11.868312510077699, 12.412348207304367, 14.168145437839945, 14.641510029375901, 11.505571366529757, 8.21653665359938, 5.499671837247817, 9.779575693830477, 10.638434630691084, 11.34400478214399, 7.429578704448083, 13.134740788392449, 11.246704231733894, 10.607794460868568, 7.576070082847517, 12.775229977737952, 9.73032315960941, 9.136752704808151, 9.2980062238403, 10.231044157289913, 9.516274849155419, 11.540905592982861, 10.155531723854482, 10.638932785602847, 10.533792050957407, 8.47772939719732, 8.709730707138336, 11.123533912794622, 8.688802213010606, 11.90282986063429, 11.305302876140594, 11.119397770558345, 10.99956742164915, 11.277066422653174, 8.395102879331198, 9.321999264619727, 8.538935606680058, 4.180768948202708, 7.3785280882765285, 9.04054105194178, 5.909256536058033, 9.690175542597743, 12.029933771987205, 11.777037458570247]",3619.9533817768097
26,0.1,200,[5.33096874],"209.53151732797974, 839.7733316966114, 1587.2777889612319, 1875.129606319569, 2641.9528799615273, 3232.801260900787",600,"[12.853947929365207, 12.314846219400168, 10.314512467343581, 12.099431146412671, 11.922307189211375, 12.24140606844813, 9.022973832962224, 16.802728007954094, 14.634241413437302, 11.091435594619242, 8.74224258665789, 12.91089420743691, 17.917940962648448, 7.3305816958994985, 15.855081664083212, 14.103192288257535, 17.973150562675396, 12.968452050178872, 8.853690023655343, 15.267580919065523, 10.034773373492197, 11.48505273591032, 12.029184304606373, 13.089192044015562, 15.700942727489746, 10.59632700678896, 12.247588614179232, 10.443017557202136, 18.998785141253105, 11.089673280269782, 12.785794749060765, 8.381121356139262, 10.595194282926315, 14.661672701997755, 12.189139812172815, 9.779867909969708, 12.811789171114068, 10.899988925387905, 9.190306161995961, 10.219459821580287, 8.891949712496373, 10.77601827565867, 9.89371630279676, 9.558189469603292, 7.023540051450447, 5.925166338206699, 7.07316466639917, 5.86538928281264, 12.80225726173222, 9.227175362885378, 8.403286497230306, 7.129655231446215, 11.816582324299851, 6.150658222787429, 9.405895307248691, 9.820212525161082, 9.458411257453493, 10.669586681605507, 6.586198481174625, 8.90345601800536, 8.008213111922402, 11.02530753312122, 8.222331481333232, 8.826376727337461, 6.515068728899437, 8.23509596585591, 10.407486288060664, 6.119967330985233, 10.099158974581767, 8.226004802625651, 11.817122706762131, 7.935854538326737, 10.705703560194861, 10.791793267502698, 9.419328877954563, 1.8927255457800127, 7.574793632250159, 8.245091188646104, 11.130042024221742, 5.446321581308822]",3612.7509701251984
