,cluster,f1,fbest,freq,grad,sol
240,0,50,[64.31682293],"74.73518568580002, 396.6245601956975, 1130.288219331876, 1699.8209882532021, 2535.6004908611244, 3047.4751448889397",600,"[3.0046476345111994, 4.550412546800605, 2.873358512686307, 3.4785272620857044, 2.8932640813248036, 2.4908535355020374, 2.782334342742662, 2.946745800328204, 3.6713109210047548, 4.222890962128761, 2.967460603345505, 3.2535181141591427, 2.971643387563417, 4.3187275724111585, 3.478854846396194, 3.7115585957180817, 4.686620750759032, 3.8234517867744917, 3.2784660726611143, 3.0945415717570506, 3.317791234037241, 4.838965058848217, 3.81670490633536, 2.8961945031863845, 2.6440861056940963, 3.1710558335857546, 2.5779914239181583, 4.000720773839071, 3.336989304627595, 4.092187503003509, 2.8864441107642365, 4.37548012045845, 2.9527467886434406, 3.518422402526995, 4.286657284078699, 2.7698356681471674, 2.8239263637787735, 3.009358107058115, 2.7065005523074768, 2.934810207792271]"
241,10,50,[76.04671171755946],"80.45886068950884, 391.28678919586906, 1126.4284841505253, 1770.001899680361, 2884.933041351308, 3278.971150784044",600,"[8.955732787874702, 13.855549946339456, 8.53943896398443, 10.475804511008892, 8.53943896398443, 7.814573713066326, 8.53943896398443, 8.955732787874702, 11.267269657374516, 12.902816954307802, 8.955732787874702, 9.814692335442508, 8.955732787874702, 12.902816954307802, 10.475804511008892, 11.267269657374516, 13.855549946339456, 11.267269657374516, 9.814692335442508, 8.955732787874702, 9.814692335442508, 14.51689517654465, 11.267269657374516, 8.53943896398443, 7.814573713066326, 9.814692335442508, 7.814573713066326, 12.139362415263871, 9.814692335442508, 12.139362415263871, 8.53943896398443, 12.902816954307802, 8.955732787874702, 10.475804511008892, 12.902816954307802, 8.53943896398443, 8.53943896398443, 8.955732787874702, 7.814573713066326, 8.955732787874702]"
242,11,50,[68.05204960405362],"78.07632818565125, 407.59845043880716, 1183.5775399236504, 1745.5822197685031, 2565.519924148947, 3117.52156519545",600,"[8.819092837419241, 13.855549946339456, 8.819092837419241, 10.475804511008892, 8.819092837419241, 7.712931065114292, 8.31194769523206, 8.819092837419241, 11.267269657374516, 12.902816954307802, 8.819092837419241, 9.89007354411382, 8.819092837419241, 12.902816954307802, 10.475804511008892, 11.267269657374516, 13.855549946339456, 11.267269657374516, 9.89007354411382, 9.398396108014207, 9.89007354411382, 14.51689517654465, 11.267269657374516, 8.819092837419241, 7.712931065114292, 9.398396108014207, 7.712931065114292, 12.139362415263871, 9.89007354411382, 12.139362415263871, 8.819092837419241, 12.902816954307802, 8.819092837419241, 10.475804511008892, 12.902816954307802, 8.31194769523206, 8.31194769523206, 8.819092837419241, 8.31194769523206, 8.819092837419241]"
243,12,50,[67.02052201534377],"76.21724008387395, 391.729494037338, 1132.749906528373, 1695.8293401059964, 2486.1469309130994, 3110.859551912873",600,"[8.908891083960922, 13.855549946339456, 8.623912543044302, 10.475804511008892, 8.623912543044302, 7.712931065114292, 8.258670563197306, 8.908891083960922, 11.267269657374516, 12.902816954307802, 8.908891083960922, 9.89007354411382, 8.908891083960922, 12.902816954307802, 10.475804511008892, 11.267269657374516, 13.855549946339456, 11.267269657374516, 9.89007354411382, 9.398396108014207, 9.89007354411382, 14.51689517654465, 11.267269657374516, 8.623912543044302, 7.712931065114292, 9.398396108014207, 7.712931065114292, 12.139362415263871, 9.89007354411382, 12.139362415263871, 8.623912543044302, 12.902816954307802, 8.908891083960922, 10.475804511008892, 12.902816954307802, 8.258670563197306, 8.623912543044302, 8.908891083960922, 8.258670563197306, 8.908891083960922]"
244,13,50,[68.19607818735808],"77.65998024389143, 400.0000691296268, 1155.4632426833552, 1753.0134915894284, 2537.209347018406, 3163.1603506686224",600,"[8.908891083960922, 13.855549946339456, 8.661945905971297, 10.475804511008892, 8.661945905971297, 7.712931065114292, 8.31194769523206, 8.908891083960922, 11.074304275084256, 12.902816954307802, 8.908891083960922, 9.89007354411382, 8.908891083960922, 12.902816954307802, 10.475804511008892, 11.074304275084256, 13.855549946339456, 11.460235039664777, 9.89007354411382, 9.398396108014207, 9.89007354411382, 14.51689517654465, 11.460235039664777, 8.661945905971297, 7.712931065114292, 9.398396108014207, 7.712931065114292, 12.139362415263871, 9.89007354411382, 12.139362415263871, 8.661945905971297, 12.902816954307802, 8.908891083960922, 10.475804511008892, 12.902816954307802, 8.31194769523206, 8.31194769523206, 8.908891083960922, 8.31194769523206, 8.908891083960922]"
245,14,50,[68.7333162727712],"77.93279823905057, 399.82962327861037, 1153.4474919222475, 1752.2655666501619, 2552.446376431327, 3175.5304021585525",600,"[8.908891083960922, 13.855549946339456, 8.661945905971297, 10.475804511008892, 8.661945905971297, 7.603267439130293, 8.376096374668602, 8.908891083960922, 11.074304275084256, 12.902816954307802, 8.908891083960922, 9.89007354411382, 8.908891083960922, 12.902816954307802, 10.475804511008892, 11.074304275084256, 13.855549946339456, 11.460235039664777, 9.89007354411382, 9.398396108014207, 9.89007354411382, 14.51689517654465, 11.460235039664777, 8.661945905971297, 8.025879987002359, 9.398396108014207, 7.603267439130293, 12.139362415263871, 9.89007354411382, 12.139362415263871, 8.661945905971297, 12.902816954307802, 8.908891083960922, 10.475804511008892, 12.902816954307802, 8.376096374668602, 8.376096374668602, 8.908891083960922, 8.025879987002359, 8.908891083960922]"
246,15,50,[68.73239781742672],"77.93297700392348, 399.8303201579709, 1153.4622053705286, 1752.5561029431892, 2552.515346804122, 3175.53917653117",600,"[8.908891083960922, 13.651237640401817, 8.661945905971297, 10.475804511008892, 8.661945905971297, 7.603267439130293, 8.376096374668602, 8.908891083960922, 11.074304275084256, 12.902816954307802, 8.908891083960922, 9.89007354411382, 8.908891083960922, 12.902816954307802, 10.475804511008892, 11.074304275084256, 14.059862252277096, 11.460235039664777, 9.89007354411382, 9.398396108014207, 9.89007354411382, 14.51689517654465, 11.460235039664777, 8.661945905971297, 8.025879987002359, 9.398396108014207, 7.603267439130293, 12.139362415263871, 9.89007354411382, 12.139362415263871, 8.661945905971297, 12.902816954307802, 8.908891083960922, 10.475804511008892, 12.902816954307802, 8.376096374668602, 8.376096374668602, 8.908891083960922, 8.025879987002359, 8.908891083960922]"
247,16,50,[69.68856247450518],"78.99433987587037, 407.76344367990845, 1171.2649016331318, 1764.2050848865636, 2543.260135675203, 3215.0826985998674",600,"[8.926301160724941, 13.651237640401817, 8.690442849452403, 10.475804511008892, 8.690442849452403, 7.4725606065061125, 8.376096374668602, 8.926301160724941, 11.074304275084256, 12.764322369311191, 8.926301160724941, 9.89007354411382, 8.926301160724941, 13.041311539304411, 10.475804511008892, 11.074304275084256, 14.059862252277096, 11.460235039664777, 9.89007354411382, 9.398396108014207, 9.89007354411382, 14.51689517654465, 11.460235039664777, 8.690442849452403, 7.928578081919731, 9.398396108014207, 7.928578081919731, 12.139362415263871, 9.89007354411382, 12.139362415263871, 8.690442849452403, 13.041311539304411, 8.926301160724941, 10.475804511008892, 12.764322369311191, 8.376096374668602, 8.376096374668602, 8.926301160724941, 7.928578081919731, 8.690442849452403]"
248,17,50,[70.36188776163371],"79.41699295853111, 409.07127239813707, 1176.1468455399338, 1768.502915154061, 2577.0704346438692, 3228.5179434486363",600,"[8.926301160724941, 13.651237640401817, 8.690442849452403, 10.475804511008892, 8.690442849452403, 7.603267439130293, 8.376096374668602, 8.926301160724941, 11.074304275084256, 12.668672886386283, 8.926301160724941, 9.89007354411382, 8.926301160724941, 12.980864976948308, 10.475804511008892, 11.074304275084256, 14.059862252277096, 11.460235039664777, 9.89007354411382, 9.398396108014207, 9.89007354411382, 14.51689517654465, 11.460235039664777, 8.690442849452403, 8.025879987002359, 9.398396108014207, 7.603267439130293, 12.002162321517215, 9.89007354411382, 12.276562509010528, 8.690442849452403, 12.980864976948308, 8.926301160724941, 10.475804511008892, 12.980864976948308, 8.376096374668602, 8.376096374668602, 8.926301160724941, 8.025879987002359, 8.690442849452403]"
249,18,50,[68.51894903316132],"77.67974358445043, 398.9002356469095, 1143.6098342677772, 1735.4334104959032, 2545.4642744976522, 3155.063201489225",600,"[8.908891083960922, 13.651237640401817, 8.661945905971297, 10.475804511008892, 8.661945905971297, 7.603267439130293, 8.376096374668602, 8.908891083960922, 11.074304275084256, 12.668672886386283, 8.908891083960922, 9.797976280230385, 8.908891083960922, 12.908077284734787, 10.475804511008892, 11.074304275084256, 14.059862252277096, 11.460235039664777, 9.797976280230385, 9.398396108014207, 9.982170807997253, 14.51689517654465, 11.460235039664777, 8.661945905971297, 8.025879987002359, 9.398396108014207, 7.603267439130293, 12.139362415263871, 9.982170807997253, 12.139362415263871, 8.661945905971297, 13.12644036137535, 8.908891083960922, 10.475804511008892, 12.908077284734787, 8.376096374668602, 8.376096374668602, 8.908891083960922, 8.025879987002359, 8.908891083960922]"
250,19,50,[66.10202182972805],"76.15328700171831, 398.484091429923, 1141.9384357782592, 1721.8365657386241, 2529.366146364152, 3102.7667408759344",600,"[9.021008612353972, 13.651237640401817, 8.661945905971297, 10.475804511008892, 8.661945905971297, 7.603267439130293, 8.376096374668602, 8.864044072603702, 11.074304275084256, 12.764322369311191, 8.864044072603702, 9.797976280230385, 8.864044072603702, 13.041311539304411, 10.475804511008892, 11.074304275084256, 14.059862252277096, 11.460235039664777, 9.797976280230385, 9.398396108014207, 9.982170807997253, 14.51689517654465, 11.460235039664777, 8.661945905971297, 8.025879987002359, 9.398396108014207, 7.603267439130293, 12.002162321517215, 9.982170807997253, 12.276562509010528, 8.661945905971297, 13.041311539304411, 8.864044072603702, 10.475804511008892, 12.764322369311191, 8.376096374668602, 8.376096374668602, 9.021008612353972, 8.025879987002359, 8.864044072603702]"
251,20,50,[65.56578306975368],"75.7135377326791, 397.3041367181141, 1137.5206951824853, 1711.5432598272628, 2500.015653935895, 3088.723470067075",600,"[9.021008612353972, 13.651237640401817, 8.661945905971297, 10.475804511008892, 8.661945905971297, 7.4725606065061125, 8.376096374668602, 8.864044072603702, 11.074304275084256, 12.668672886386283, 8.864044072603702, 9.797976280230385, 8.864044072603702, 12.980864976948308, 10.475804511008892, 11.074304275084256, 14.059862252277096, 11.460235039664777, 9.797976280230385, 9.398396108014207, 9.982170807997253, 14.51689517654465, 11.460235039664777, 8.661945905971297, 8.025879987002359, 9.398396108014207, 7.733974271754475, 12.002162321517215, 9.982170807997253, 12.276562509010528, 8.661945905971297, 12.980864976948308, 8.864044072603702, 10.475804511008892, 12.980864976948308, 8.376096374668602, 8.376096374668602, 9.021008612353972, 8.025879987002359, 8.864044072603702]"
252,0,200,[11.09312663],"197.96565504010664, 402.83584370045037, 580.6726166888856, 832.0543708642005, 985.6391226310951, 1084.2593302198904",200,"[3.223536276850852, 2.9813490440408663, 3.736534263342732, 3.1255277819375507, 3.412335767703035, 2.8065751709489555, 3.084209594036691, 3.4907113947563393, 3.4583981890440736, 3.2774376392652935, 2.9986919287204628, 4.353282431093505, 2.2527495389883567, 3.7277670192694146, 3.417392765698735, 3.3197581227745325, 3.2898557098237493, 3.0456818579319984, 3.588486419620653, 2.9359057517864837, 2.750007184915793, 2.9716964018617804, 3.2804856279731376, 3.007350985168608, 3.0381573093910097, 2.359661296981026, 3.3329078900023443, 2.696742228752762, 2.0707686115873463, 3.6227673351787137, 1.8448091703368732, 2.4670894771445577, 3.1878903600179367, 2.1131327600050103, 1.8694007817970149, 3.037528917669559, 2.6022798887095333, 3.0654542752383076, 4.359070183188336, 2.5281253999388253]"
253,10,200,[13.816003501390522],"187.0101734803819, 409.7237140344516, 593.541255933248, 853.6188984708709, 940.5293646753788, 1106.015669440408",200,"[9.819373554303363, 9.079514685759086, 11.006666278058635, 9.079514685759086, 10.334128587901636, 8.25332458461751, 9.079514685759086, 10.334128587901636, 10.334128587901636, 9.819373554303363, 9.079514685759086, 13.068528921422761, 6.918616253954075, 11.006666278058635, 10.334128587901636, 9.819373554303363, 9.819373554303363, 9.079514685759086, 11.006666278058635, 9.079514685759086, 8.25332458461751, 9.079514685759086, 9.819373554303363, 9.079514685759086, 9.079514685759086, 6.918616253954075, 9.819373554303363, 8.25332458461751, 6.275852057388535, 11.006666278058635, 5.571314928200832, 7.597494765792916, 9.819373554303363, 6.275852057388535, 5.571314928200832, 9.079514685759086, 7.597494765792916, 9.079514685759086, 13.068528921422761, 7.597494765792916]"
254,11,200,[13.79104432402035],"189.3909717855822, 415.12530586760573, 607.3326352749659, 862.2425235893611, 946.3376203265645, 1109.4550557203906",200,"[9.819373554303363, 8.93699646694692, 11.006666278058635, 9.198279868102558, 10.334128587901636, 8.25332458461751, 9.198279868102558, 10.334128587901636, 10.334128587901636, 9.819373554303363, 8.93699646694692, 13.068528921422761, 6.918616253954075, 11.006666278058635, 10.334128587901636, 9.819373554303363, 9.819373554303363, 9.198279868102558, 11.006666278058635, 8.93699646694692, 8.25332458461751, 8.93699646694692, 9.819373554303363, 8.93699646694692, 9.198279868102558, 6.918616253954075, 9.819373554303363, 8.25332458461751, 6.275852057388535, 11.006666278058635, 5.571314928200832, 7.597494765792916, 9.819373554303363, 6.275852057388535, 5.571314928200832, 9.198279868102558, 7.597494765792916, 9.198279868102558, 13.068528921422761, 7.597494765792916]"
255,12,200,[13.319088032420726],"190.98016225644324, 415.18619779842237, 608.5193041515623, 859.7142848223459, 946.4690354951857, 1109.9938576106958",200,"[9.819373554303363, 8.93699646694692, 11.196451923918218, 9.198279868102558, 10.334128587901636, 8.25332458461751, 9.198279868102558, 10.334128587901636, 10.334128587901636, 9.819373554303363, 8.93699646694692, 13.068528921422761, 6.918616253954075, 11.196451923918218, 10.334128587901636, 9.819373554303363, 9.819373554303363, 9.198279868102558, 10.816880632199052, 8.93699646694692, 8.25332458461751, 8.93699646694692, 9.819373554303363, 8.93699646694692, 9.198279868102558, 6.918616253954075, 9.819373554303363, 8.25332458461751, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.597494765792916, 9.819373554303363, 6.275852057388535, 5.571314928200832, 9.198279868102558, 7.597494765792916, 9.198279868102558, 13.068528921422761, 7.597494765792916]"
256,13,200,[13.744990904106288],"190.31910203889456, 411.1636042261774, 576.8768453003356, 861.0350083920487, 945.89720631255, 1110.702769342148",200,"[9.617139955303184, 8.93699646694692, 11.196451923918218, 9.198279868102558, 10.334128587901636, 8.25332458461751, 9.198279868102558, 10.334128587901636, 10.334128587901636, 9.900266993903434, 8.93699646694692, 13.068528921422761, 6.918616253954075, 11.196451923918218, 10.334128587901636, 9.900266993903434, 9.900266993903434, 9.198279868102558, 10.816880632199052, 8.93699646694692, 8.25332458461751, 8.93699646694692, 9.900266993903434, 8.93699646694692, 9.198279868102558, 6.918616253954075, 9.900266993903434, 8.25332458461751, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.597494765792916, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.198279868102558, 7.597494765792916, 9.198279868102558, 13.068528921422761, 7.597494765792916]"
257,14,200,[13.810202492233483],"190.12068882443492, 418.02699475473503, 575.2344926542103, 850.3044049341383, 946.0254696067702, 1106.8150141785886",200,"[9.617139955303184, 8.93699646694692, 11.196451923918218, 9.198279868102558, 10.334128587901636, 8.25332458461751, 9.198279868102558, 10.334128587901636, 10.334128587901636, 9.900266993903434, 8.93699646694692, 13.068528921422761, 6.918616253954075, 11.196451923918218, 10.334128587901636, 9.900266993903434, 9.900266993903434, 9.198279868102558, 10.816880632199052, 8.93699646694692, 8.25332458461751, 8.93699646694692, 9.900266993903434, 8.93699646694692, 9.198279868102558, 6.918616253954075, 9.900266993903434, 8.25332458461751, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.492822315625074, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.198279868102558, 7.8068396661285995, 9.198279868102558, 13.068528921422761, 7.492822315625074]"
258,15,200,[14.096438442855082],"190.247950092932, 424.21946238067903, 576.6568174214568, 846.3143975310211, 946.3662602177835, 1106.3887993790606",200,"[9.617139955303184, 8.93699646694692, 11.196451923918218, 9.198279868102558, 10.334128587901636, 8.334873533797122, 9.198279868102558, 10.334128587901636, 10.334128587901636, 9.900266993903434, 8.93699646694692, 13.068528921422761, 6.75824861696507, 11.196451923918218, 10.334128587901636, 9.900266993903434, 9.900266993903434, 9.198279868102558, 10.816880632199052, 8.93699646694692, 8.334873533797122, 8.93699646694692, 9.900266993903434, 8.93699646694692, 9.198279868102558, 7.0789838909430784, 9.900266993903434, 7.948533176193442, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.492822315625074, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.198279868102558, 7.948533176193442, 9.198279868102558, 13.068528921422761, 7.492822315625074]"
259,16,200,[13.24847791652616],"190.51112609290044, 414.04754163253745, 575.6841316942824, 846.5757968060824, 945.5700427682717, 1106.4818618925447",200,"[9.617139955303184, 8.93699646694692, 11.196451923918218, 9.198279868102558, 10.334128587901636, 8.419725512846867, 9.198279868102558, 10.334128587901636, 10.334128587901636, 9.900266993903434, 8.93699646694692, 13.068528921422761, 6.75824861696507, 11.196451923918218, 10.334128587901636, 9.900266993903434, 9.900266993903434, 9.198279868102558, 10.816880632199052, 8.93699646694692, 8.170124120502832, 8.93699646694692, 9.900266993903434, 8.93699646694692, 9.198279868102558, 7.0789838909430784, 9.900266993903434, 8.170124120502832, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.492822315625074, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.198279868102558, 7.8068396661285995, 9.198279868102558, 13.068528921422761, 7.492822315625074]"
260,17,200,[10.91145734444923],"195.85417437804543, 398.1325081437685, 578.676736391645, 821.832884403183, 944.7007618738705, 1104.084923997523",200,"[9.617139955303184, 8.93699646694692, 11.196451923918218, 9.314606063961362, 10.244592800102655, 8.25332458461751, 9.314606063961362, 10.423664375700618, 10.423664375700618, 9.900266993903434, 8.93699646694692, 13.068528921422761, 6.75824861696507, 11.196451923918218, 10.244592800102655, 9.900266993903434, 9.900266993903434, 9.140116770173154, 10.816880632199052, 8.93699646694692, 8.25332458461751, 8.93699646694692, 9.900266993903434, 8.93699646694692, 9.140116770173154, 7.0789838909430784, 9.900266993903434, 8.25332458461751, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.401268431433673, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.140116770173154, 7.695607932972537, 9.140116770173154, 13.068528921422761, 7.695607932972537]"
261,18,200,[12.364869077960051],"194.32981485873285, 410.39798675457587, 581.0964710999535, 850.0465361544549, 947.0073528007208, 1106.314504004616",200,"[9.617139955303184, 8.915732344807195, 11.196451923918218, 9.314606063961362, 10.334128587901636, 8.419725512846867, 9.314606063961362, 10.334128587901636, 10.334128587901636, 9.84777897706218, 8.915732344807195, 13.068528921422761, 6.75824861696507, 11.196451923918218, 10.334128587901636, 9.978999019165315, 9.84777897706218, 9.116504007239689, 10.816880632199052, 8.915732344807195, 8.170124120502832, 8.915732344807195, 9.84777897706218, 9.116504007239689, 9.116504007239689, 7.0789838909430784, 9.978999019165315, 8.170124120502832, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.492822315625074, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.116504007239689, 7.8068396661285995, 9.116504007239689, 13.068528921422761, 7.492822315625074]"
262,19,200,[11.91450800936932],"196.93525510164721, 411.5079936040375, 586.98858883856, 851.121738822297, 948.492559457443, 1107.6214432164293",200,"[9.617139955303184, 8.93699646694692, 11.196451923918218, 9.314606063961362, 10.244592800102655, 8.419725512846867, 9.314606063961362, 10.423664375700618, 10.423664375700618, 9.84777897706218, 8.93699646694692, 13.068528921422761, 6.75824861696507, 11.196451923918218, 10.244592800102655, 9.978999019165315, 9.84777897706218, 9.140116770173154, 10.816880632199052, 8.93699646694692, 8.170124120502832, 8.93699646694692, 9.84777897706218, 8.93699646694692, 9.140116770173154, 7.0789838909430784, 9.978999019165315, 8.170124120502832, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.492822315625074, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.140116770173154, 7.8068396661285995, 9.140116770173154, 13.068528921422761, 7.492822315625074]"
263,20,200,[10.808228061604515],"196.70346965948752, 402.0986878717067, 584.7907935676269, 832.3211616686993, 947.6697960898607, 1104.230598270434",200,"[9.617139955303184, 8.93699646694692, 11.196451923918218, 9.314606063961362, 10.244592800102655, 8.419725512846867, 9.314606063961362, 10.423664375700618, 10.423664375700618, 9.84777897706218, 8.93699646694692, 13.068528921422761, 6.75824861696507, 11.196451923918218, 10.244592800102655, 9.978999019165315, 9.84777897706218, 9.140116770173154, 10.816880632199052, 8.93699646694692, 8.170124120502832, 8.93699646694692, 9.84777897706218, 8.93699646694692, 9.140116770173154, 7.0789838909430784, 9.978999019165315, 8.170124120502832, 6.275852057388535, 10.816880632199052, 5.571314928200832, 7.401268431433673, 9.617139955303184, 6.275852057388535, 5.571314928200832, 9.140116770173154, 7.8068396661285995, 9.140116770173154, 13.068528921422761, 7.584376199816476]"
264,0,200,[11.76285934],"198.69575196416304, 579.2680235774702, 900.1391896330189, 1359.286176271278, 1817.1717314427913, 2109.528977894727",400,"[2.4231525643806293, 3.5485015877507995, 3.0408671780169163, 3.8240246433038, 3.655260162306025, 4.030811719790519, 2.878176298475049, 3.594437104536011, 3.0955624007896105, 3.4730178024065554, 3.291890477148805, 3.367627434821874, 2.8840459272370214, 3.274717976005029, 2.9485753913234376, 3.1720869343357023, 3.0427384628811294, 3.2856933986598547, 3.726314516165574, 3.8599442219109235, 4.1833998560618255, 2.8164166394474, 2.485180803379704, 2.754025775082725, 2.1558393276953636, 3.7075147515800366, 2.998578549411286, 2.754137502936186, 3.236603048078827, 2.4173957909797217, 2.1112280910384627, 3.5386980776394106, 3.20536674099465, 3.6410847039613206, 4.487984987812019, 3.068110225978921, 3.4818402955103536, 2.9238819652503154, 2.532726648684246, 2.8833477578494153]"
265,10,200,[13.775480628414368],"206.7190520190773, 658.5917314406048, 953.7774774495795, 1355.6771901666193, 1705.5581635763485, 2308.2251876720743",400,"[7.393841855568226, 10.531543322480339, 9.097216104200651, 11.525953297822085, 10.99476674312938, 12.321317363778515, 8.526013656976334, 10.99476674312938, 9.097216104200651, 10.531543322480339, 9.78599400430489, 9.78599400430489, 8.526013656976334, 9.78599400430489, 9.097216104200651, 9.78599400430489, 9.097216104200651, 9.78599400430489, 10.99476674312938, 11.525953297822085, 12.321317363778515, 8.526013656976334, 7.393841855568226, 8.526013656976334, 6.400601128100739, 10.99476674312938, 9.097216104200651, 8.526013656976334, 9.78599400430489, 7.393841855568226, 6.400601128100739, 10.531543322480339, 9.78599400430489, 10.99476674312938, 13.463954963436056, 9.097216104200651, 10.531543322480339, 8.526013656976334, 7.393841855568226, 8.526013656976334]"
266,11,200,[11.020762456253655],"201.58473614787928, 597.3634376742096, 935.4045249552561, 1335.6876986981538, 1704.412719300262, 2080.2914854713013",400,"[7.393841855568226, 10.581896920705878, 9.147514090246718, 11.525953297822085, 11.047630600509716, 12.321317363778515, 8.710816404081143, 10.581896920705878, 9.147514090246718, 10.581896920705878, 9.78599400430489, 9.78599400430489, 8.710816404081143, 9.78599400430489, 8.710816404081143, 9.78599400430489, 9.147514090246718, 9.78599400430489, 11.047630600509716, 11.525953297822085, 12.321317363778515, 8.324579917466313, 7.393841855568226, 8.324579917466313, 6.400601128100739, 11.047630600509716, 9.147514090246718, 8.324579917466313, 9.78599400430489, 7.393841855568226, 6.400601128100739, 10.581896920705878, 9.78599400430489, 11.047630600509716, 13.463954963436056, 9.147514090246718, 10.581896920705878, 8.710816404081143, 7.393841855568226, 8.710816404081143]"
267,12,200,[12.28823724350925],"205.3762421099465, 595.2714024062948, 896.6234948511033, 1370.4774760590387, 1701.693850705116, 2231.2086948146075",400,"[7.393841855568226, 10.581896920705878, 9.147514090246718, 11.525953297822085, 11.047630600509716, 12.321317363778515, 8.710816404081143, 10.581896920705878, 9.147514090246718, 10.581896920705878, 9.914946964976671, 9.914946964976671, 8.710816404081143, 9.914946964976671, 8.710816404081143, 9.61405672340918, 9.147514090246718, 9.914946964976671, 11.047630600509716, 11.525953297822085, 12.321317363778515, 8.324579917466313, 7.393841855568226, 8.324579917466313, 6.400601128100739, 11.047630600509716, 9.147514090246718, 8.324579917466313, 9.61405672340918, 7.393841855568226, 6.400601128100739, 10.581896920705878, 9.61405672340918, 11.047630600509716, 13.463954963436056, 9.147514090246718, 10.581896920705878, 8.710816404081143, 7.393841855568226, 8.710816404081143]"
268,13,200,[12.957287423515698],"205.3117272190775, 595.2088469207928, 896.2428763159991, 1371.288077884566, 1701.6901293654053, 2105.351614312945",400,"[7.393841855568226, 10.581896920705878, 9.147514090246718, 11.525953297822085, 11.047630600509716, 12.092435159371556, 8.710816404081143, 10.581896920705878, 9.147514090246718, 10.581896920705878, 9.914946964976671, 9.914946964976671, 8.710816404081143, 9.914946964976671, 8.710816404081143, 9.61405672340918, 9.147514090246718, 9.914946964976671, 11.047630600509716, 11.525953297822085, 12.550199568185477, 8.324579917466313, 7.393841855568226, 8.324579917466313, 6.400601128100739, 11.047630600509716, 9.147514090246718, 8.324579917466313, 9.61405672340918, 7.393841855568226, 6.400601128100739, 10.581896920705878, 9.61405672340918, 11.047630600509716, 13.463954963436056, 9.147514090246718, 10.581896920705878, 8.710816404081143, 7.393841855568226, 8.710816404081143]"
269,14,200,[11.6894385681657],"207.14252770754567, 597.8705801852853, 909.4563828338285, 1383.2747497398318, 1703.4152142097691, 2125.1923257552544",400,"[7.393841855568226, 10.531543322480339, 9.147514090246718, 11.525953297822085, 10.890781970803356, 12.092435159371556, 8.710816404081143, 10.890781970803356, 9.147514090246718, 10.531543322480339, 9.914946964976671, 9.914946964976671, 8.710816404081143, 9.914946964976671, 8.710816404081143, 9.61405672340918, 9.147514090246718, 9.914946964976671, 11.150743901618416, 11.525953297822085, 12.550199568185477, 8.324579917466313, 7.393841855568226, 8.324579917466313, 6.400601128100739, 11.150743901618416, 9.147514090246718, 8.324579917466313, 9.61405672340918, 7.393841855568226, 6.400601128100739, 10.531543322480339, 9.61405672340918, 10.890781970803356, 13.463954963436056, 9.147514090246718, 10.531543322480339, 8.710816404081143, 7.393841855568226, 8.710816404081143]"
270,15,200,[11.68339959136276],"207.15286048008173, 600.5572117328074, 907.6871658893386, 1384.2090701459613, 1703.7720640405576, 2135.356432855593",400,"[7.2608225330405265, 10.531543322480339, 9.147514090246718, 11.525953297822085, 10.890781970803356, 12.092435159371556, 8.710816404081143, 10.890781970803356, 9.147514090246718, 10.531543322480339, 9.914946964976671, 9.914946964976671, 8.710816404081143, 9.914946964976671, 8.710816404081143, 9.61405672340918, 9.147514090246718, 9.914946964976671, 11.150743901618416, 11.525953297822085, 12.550199568185477, 8.324579917466313, 7.526861178095925, 8.324579917466313, 6.400601128100739, 11.150743901618416, 9.147514090246718, 8.324579917466313, 9.61405672340918, 7.2608225330405265, 6.400601128100739, 10.531543322480339, 9.61405672340918, 10.890781970803356, 13.463954963436056, 9.147514090246718, 10.531543322480339, 8.710816404081143, 7.526861178095925, 8.710816404081143]"
