,cluster,f1,fbest,freq,grad,sol
819,12,200,[26.232350368588797],"178.9220832926618, 780.442030157476, 1300.415391879392, 1738.837495980028, 3084.133298924937, 3142.2732318314634",600,"[9.644610518236245, 7.0046438095743255, 9.215067897054332, 10.153123759490153, 10.153123759490153, 8.143954669549068, 8.644865815102019, 10.153123759490153, 10.80349143524114, 9.644610518236245, 8.143954669549068, 10.80349143524114, 9.215067897054332, 7.0046438095743255, 8.644865815102019, 10.80349143524114, 13.57704742388639, 8.644865815102019, 12.542327162318614, 10.153123759490153, 11.886050272214085, 8.644865815102019, 10.153123759490153, 10.80349143524114, 7.0046438095743255, 11.18889754483997, 9.644610518236245, 13.57704742388639, 10.153123759490153, 8.644865815102019, 9.644610518236245, 10.153123759490153, 14.42360217512454, 9.644610518236245, 11.18889754483997, 9.215067897054332, 8.644865815102019, 8.644865815102019, 9.644610518236245, 8.143954669549068]"
820,13,200,[25.092441922857585],"183.17364972628536, 849.597499885917, 1360.8044534199078, 1736.3979346292779, 3073.596371120101, 3285.053254828407",600,"[9.76161701464994, 7.0046438095743255, 8.945131329441557, 10.153123759490153, 10.153123759490153, 8.21482406418932, 8.641220847056141, 10.153123759490153, 10.80349143524114, 9.76161701464994, 8.21482406418932, 10.80349143524114, 9.443655464014174, 7.0046438095743255, 8.641220847056141, 10.80349143524114, 13.57704742388639, 8.641220847056141, 12.542327162318614, 10.153123759490153, 11.886050272214085, 8.945131329441557, 10.153123759490153, 10.80349143524114, 7.0046438095743255, 11.18889754483997, 9.443655464014174, 13.57704742388639, 10.153123759490153, 8.21482406418932, 9.443655464014174, 10.153123759490153, 14.42360217512454, 9.76161701464994, 11.18889754483997, 9.443655464014174, 8.641220847056141, 8.641220847056141, 9.443655464014174, 8.21482406418932]"
821,14,200,[24.857909920229282],"184.64463456785842, 848.1481750659178, 1366.430044816615, 1737.228513491831, 3079.474595136868, 3266.292968836531",600,"[9.76161701464994, 7.0046438095743255, 8.945131329441557, 10.153123759490153, 10.153123759490153, 7.91073137008017, 8.641220847056141, 10.153123759490153, 10.746988690757906, 9.76161701464994, 8.316188295559037, 11.116931586123593, 9.443655464014174, 7.0046438095743255, 8.641220847056141, 10.746988690757906, 13.57704742388639, 8.641220847056141, 12.542327162318614, 10.153123759490153, 11.886050272214085, 8.945131329441557, 10.153123759490153, 10.746988690757906, 7.0046438095743255, 11.116931586123593, 9.443655464014174, 13.57704742388639, 10.153123759490153, 8.316188295559037, 9.443655464014174, 10.153123759490153, 14.42360217512454, 9.76161701464994, 11.116931586123593, 9.443655464014174, 8.641220847056141, 8.641220847056141, 9.443655464014174, 8.316188295559037]"
822,15,200,[24.436874246675266],"186.37471959299654, 836.9116942530102, 1340.8454943522906, 1776.6767909302243, 3110.626666574032, 3235.2606414806155",600,"[9.715510705990157, 7.0046438095743255, 8.875642990800657, 10.345140143683606, 10.07631720581277, 7.91073137008017, 8.579374033974387, 10.07631720581277, 10.80349143524114, 9.715510705990157, 8.260566319283516, 10.80349143524114, 9.410271385015017, 7.0046438095743255, 8.579374033974387, 10.80349143524114, 13.57704742388639, 8.579374033974387, 12.542327162318614, 10.07631720581277, 11.886050272214085, 8.875642990800657, 10.07631720581277, 10.80349143524114, 7.0046438095743255, 11.18889754483997, 9.410271385015017, 13.57704742388639, 10.345140143683606, 8.579374033974387, 9.410271385015017, 10.07631720581277, 14.42360217512454, 9.715510705990157, 11.18889754483997, 9.410271385015017, 8.875642990800657, 8.579374033974387, 9.715510705990157, 8.260566319283516]"
823,16,200,[17.843563863103792],"190.44543269090323, 862.4993891946974, 1368.2759743741597, 1779.2561703080705, 2855.4051279923906, 3306.5426709510775",600,"[9.76161701464994, 7.203240111342832, 8.945131329441557, 10.345140143683606, 10.07631720581277, 7.91073137008017, 8.641220847056141, 10.07631720581277, 10.746988690757906, 9.76161701464994, 8.316188295559037, 11.116931586123593, 9.443655464014174, 6.905345658690072, 8.641220847056141, 10.746988690757906, 13.57704742388639, 8.641220847056141, 12.542327162318614, 10.07631720581277, 11.886050272214085, 8.945131329441557, 10.07631720581277, 10.746988690757906, 6.905345658690072, 11.116931586123593, 9.443655464014174, 13.57704742388639, 10.345140143683606, 8.316188295559037, 9.443655464014174, 10.07631720581277, 14.42360217512454, 9.76161701464994, 11.116931586123593, 9.443655464014174, 8.641220847056141, 8.641220847056141, 9.443655464014174, 8.316188295559037]"
824,17,200,[18.01034238387549],"189.852168507894, 863.084064299269, 1367.813267174999, 1780.5078260513246, 2858.982335336314, 3308.5181478239706",600,"[9.76161701464994, 7.203240111342832, 8.945131329441557, 10.345140143683606, 10.07631720581277, 7.91073137008017, 8.641220847056141, 10.07631720581277, 10.746988690757906, 9.76161701464994, 8.316188295559037, 11.02003777967689, 9.443655464014174, 6.905345658690072, 8.641220847056141, 10.746988690757906, 13.57704742388639, 8.641220847056141, 12.542327162318614, 10.07631720581277, 11.886050272214085, 8.945131329441557, 10.07631720581277, 10.746988690757906, 6.905345658690072, 11.310719199017004, 9.443655464014174, 13.57704742388639, 10.345140143683606, 8.316188295559037, 9.443655464014174, 10.07631720581277, 14.42360217512454, 9.76161701464994, 11.02003777967689, 9.443655464014174, 8.641220847056141, 8.641220847056141, 9.443655464014174, 8.316188295559037]"
825,18,200,[17.089560870903938],"189.10105592513898, 838.5364815432627, 1345.3340132752598, 1776.4821705696233, 2857.672542173773, 3228.3931928685292",600,"[9.76161701464994, 7.203240111342832, 8.945131329441557, 10.345140143683606, 10.07631720581277, 7.91073137008017, 8.641220847056141, 10.07631720581277, 10.746988690757906, 9.76161701464994, 8.316188295559037, 11.02003777967689, 9.317732627301615, 6.905345658690072, 8.641220847056141, 10.746988690757906, 13.57704742388639, 8.641220847056141, 12.542327162318614, 10.07631720581277, 11.886050272214085, 8.945131329441557, 10.07631720581277, 10.746988690757906, 6.905345658690072, 11.310719199017004, 9.527604021822551, 13.57704742388639, 10.345140143683606, 8.316188295559037, 9.527604021822551, 10.07631720581277, 14.42360217512454, 9.76161701464994, 11.02003777967689, 9.317732627301615, 8.641220847056141, 8.641220847056141, 9.527604021822551, 8.316188295559037]"
826,19,200,[17.03795243390342],"189.07486667006143, 836.1278817012102, 1343.5946641150324, 1776.283250806542, 2857.873746988879, 3218.425419372693",600,"[9.76161701464994, 7.203240111342832, 8.945131329441557, 10.345140143683606, 10.07631720581277, 7.91073137008017, 8.641220847056141, 10.07631720581277, 10.746988690757906, 9.76161701464994, 8.260566319283516, 11.02003777967689, 9.317732627301615, 6.905345658690072, 8.641220847056141, 10.746988690757906, 13.57704742388639, 8.641220847056141, 12.542327162318614, 10.07631720581277, 11.886050272214085, 8.945131329441557, 10.07631720581277, 10.746988690757906, 6.905345658690072, 11.310719199017004, 9.527604021822551, 13.57704742388639, 10.345140143683606, 8.427432248110081, 9.527604021822551, 10.07631720581277, 14.42360217512454, 9.76161701464994, 11.02003777967689, 9.317732627301615, 8.641220847056141, 8.641220847056141, 9.527604021822551, 8.260566319283516]"
827,20,200,[22.365131158862756],"190.6155372997189, 843.6401057749264, 1353.2777381987946, 1777.315395179963, 2859.673766875642, 3667.6458089611606",600,"[9.807364241003292, 7.203240111342832, 8.945131329441557, 10.345140143683606, 10.07631720581277, 7.91073137008017, 8.641220847056141, 10.07631720581277, 10.746988690757906, 9.670122561943232, 8.260566319283516, 11.02003777967689, 9.317732627301615, 6.905345658690072, 8.641220847056141, 10.746988690757906, 13.57704742388639, 8.641220847056141, 12.542327162318614, 10.07631720581277, 11.886050272214085, 8.945131329441557, 10.07631720581277, 10.746988690757906, 6.905345658690072, 11.310719199017004, 9.527604021822551, 13.57704742388639, 10.345140143683606, 8.427432248110081, 9.527604021822551, 10.07631720581277, 14.42360217512454, 9.807364241003292, 11.02003777967689, 9.317732627301615, 8.641220847056141, 8.641220847056141, 9.527604021822551, 8.260566319283516]"
828,0,400,[18.07555617],"379.6773516279414, 662.908901184676, 741.6871371480539, 962.1873956380451, 1202.837423862608, 1244.4195644309746",200,"[3.684221202012449, 2.3383727388522306, 3.0086951138314957, 4.347632756619528, 3.608328175642352, 4.3901867897266325, 3.2036191842480846, 2.4109537995840586, 2.866858200169241, 3.5477702456197315, 4.51676441746636, 2.472780917403258, 3.335846682372594, 2.4731103788824274, 4.05411438184896, 4.130715106608287, 2.3627790497098267, 2.6063890168238233, 4.405068264999818, 2.4622812050362284, 1.9253780710245019, 3.651590725793722, 3.2991415394216776, 2.9153766101636736, 2.8223629201284877, 2.7678146731425266, 4.19624138114858, 3.280023500894895, 4.329899773911139, 3.2661973324676605, 1.954797764202211, 2.6070420685607933, 2.7373141594856785, 2.9682184534333182, 2.0974038263989483, 2.765647207708097, 3.3370122012022136, 3.174173792285744, 3.805001316471624, 3.5775727165919977]"
829,10,400,[21.856669929955636],"398.7796620510974, 677.7334392991675, 900.9335246433101, 1040.643695933109, 1256.2838750201663, 1548.21164388921",200,"[11.140813244277794, 7.260139044734014, 8.892290177428487, 13.193731201634087, 10.733671137854081, 13.193731201634087, 9.812577528382658, 7.260139044734014, 8.375998296380418, 10.733671137854081, 13.193731201634087, 7.260139044734014, 9.812577528382658, 7.260139044734014, 12.381070869605825, 12.381070869605825, 7.260139044734014, 7.820146628076925, 13.193731201634087, 7.260139044734014, 5.977579661625661, 11.140813244277794, 9.812577528382658, 8.892290177428487, 8.375998296380418, 8.375998296380418, 12.381070869605825, 9.812577528382658, 13.193731201634087, 9.812577528382658, 5.977579661625661, 7.820146628076925, 8.375998296380418, 8.892290177428487, 5.977579661625661, 8.375998296380418, 9.812577528382658, 9.812577528382658, 11.140813244277794, 10.733671137854081]"
830,11,400,[20.267863772512328],"353.8548798755092, 657.5821176084888, 853.2524941777731, 994.4866377290508, 1265.7581717587516, 1547.4694126644576",200,"[10.841689839396151, 7.260139044734014, 8.892290177428487, 13.193731201634087, 10.841689839396151, 13.193731201634087, 9.566689464800742, 7.260139044734014, 8.375998296380418, 10.841689839396151, 13.193731201634087, 7.260139044734014, 9.910932753815423, 7.260139044734014, 12.381070869605825, 12.381070869605825, 7.260139044734014, 7.820146628076925, 13.193731201634087, 7.260139044734014, 5.977579661625661, 10.841689839396151, 9.910932753815423, 8.892290177428487, 8.375998296380418, 8.375998296380418, 12.381070869605825, 9.910932753815423, 13.193731201634087, 9.910932753815423, 5.977579661625661, 7.820146628076925, 8.375998296380418, 8.892290177428487, 5.977579661625661, 8.375998296380418, 9.910932753815423, 9.566689464800742, 11.41500394941487, 10.841689839396151]"
831,12,400,[20.25459022552335],"354.0181249903106, 657.6439398704571, 853.3629217526184, 994.5352856244018, 1265.7869886463045, 1547.4689215988562",200,"[10.841689839396151, 7.260139044734014, 8.892290177428487, 13.104590688942837, 10.841689839396151, 13.104590688942837, 9.566689464800742, 7.260139044734014, 8.375998296380418, 10.841689839396151, 13.550293252399081, 7.260139044734014, 9.910932753815423, 7.260139044734014, 12.381070869605825, 12.381070869605825, 7.260139044734014, 7.820146628076925, 13.104590688942837, 7.260139044734014, 5.977579661625661, 10.841689839396151, 9.910932753815423, 8.892290177428487, 8.375998296380418, 8.375998296380418, 12.381070869605825, 9.910932753815423, 13.104590688942837, 9.910932753815423, 5.977579661625661, 7.820146628076925, 8.375998296380418, 8.892290177428487, 5.977579661625661, 8.375998296380418, 9.910932753815423, 9.566689464800742, 11.41500394941487, 10.841689839396151]"
832,13,400,[18.90556174741281],"354.12589993282575, 657.6662791960628, 774.8296215720815, 923.372074100987, 1272.4668119432383, 1325.3456235471551",200,"[10.841689839396151, 7.260139044734014, 8.892290177428487, 13.104590688942837, 10.841689839396151, 13.104590688942837, 9.566689464800742, 7.260139044734014, 8.375998296380418, 10.841689839396151, 13.550293252399081, 7.260139044734014, 9.910932753815423, 7.260139044734014, 12.381070869605825, 12.381070869605825, 7.260139044734014, 7.820146628076925, 13.104590688942837, 7.260139044734014, 5.82026375284007, 10.841689839396151, 9.910932753815423, 8.892290177428487, 8.375998296380418, 8.375998296380418, 12.381070869605825, 9.910932753815423, 13.104590688942837, 9.910932753815423, 5.82026375284007, 7.820146628076925, 8.375998296380418, 8.892290177428487, 6.292211479196845, 8.375998296380418, 9.910932753815423, 9.566689464800742, 11.41500394941487, 10.841689839396151]"
833,14,400,[19.594061492939698],"354.06666891025736, 657.572102240196, 768.764011376772, 922.3566547898565, 1272.409679151515, 1302.9559413126929",200,"[10.841689839396151, 7.112105588146116, 8.892290177428487, 13.104590688942837, 10.841689839396151, 13.104590688942837, 9.566689464800742, 7.112105588146116, 8.375998296380418, 10.841689839396151, 13.550293252399081, 7.408172501321914, 9.910932753815423, 7.408172501321914, 12.381070869605825, 12.381070869605825, 7.112105588146116, 7.820146628076925, 13.104590688942837, 7.408172501321914, 5.82026375284007, 10.841689839396151, 9.910932753815423, 8.892290177428487, 8.375998296380418, 8.375998296380418, 12.381070869605825, 9.910932753815423, 13.104590688942837, 9.910932753815423, 5.82026375284007, 7.820146628076925, 8.375998296380418, 8.892290177428487, 6.292211479196845, 8.375998296380418, 9.910932753815423, 9.566689464800742, 11.41500394941487, 10.841689839396151]"
834,15,400,[18.761670033076665],"355.41611559936075, 647.9084161872913, 766.6645757634332, 931.1211650523849, 1274.4836280645961, 1290.9446829105366",200,"[10.841689839396151, 7.051727682843087, 8.96537035089722, 13.104590688942837, 10.841689839396151, 13.104590688942837, 9.566689464800742, 7.36434472567948, 8.67335221549937, 10.841689839396151, 13.550293252399081, 7.36434472567948, 9.910932753815423, 7.36434472567948, 12.381070869605825, 12.381070869605825, 7.051727682843087, 7.820146628076925, 13.104590688942837, 7.36434472567948, 5.82026375284007, 10.841689839396151, 9.910932753815423, 8.67335221549937, 8.319854220348592, 8.319854220348592, 12.381070869605825, 9.910932753815423, 13.104590688942837, 9.910932753815423, 5.82026375284007, 7.820146628076925, 8.319854220348592, 8.96537035089722, 6.292211479196845, 8.319854220348592, 9.910932753815423, 9.566689464800742, 11.41500394941487, 10.841689839396151]"
835,16,400,[15.574576863096556],"380.58795784514734, 668.6832004720414, 774.627725627633, 954.174965899675, 1237.898103046079, 1304.0766981413828",200,"[11.003717891709258, 7.112105588146116, 8.892290177428487, 13.104590688942837, 10.733671137854081, 13.104590688942837, 9.566689464800742, 7.112105588146116, 8.533831680446593, 10.733671137854081, 13.550293252399081, 7.408172501321914, 9.910932753815423, 7.408172501321914, 12.381070869605825, 12.381070869605825, 7.112105588146116, 7.820146628076925, 13.104590688942837, 7.408172501321914, 5.82026375284007, 11.003717891709258, 9.910932753815423, 8.892290177428487, 8.533831680446593, 8.270776040336301, 12.381070869605825, 9.910932753815423, 13.104590688942837, 9.910932753815423, 5.82026375284007, 7.820146628076925, 8.270776040336301, 8.892290177428487, 6.292211479196845, 8.270776040336301, 9.910932753815423, 9.566689464800742, 11.41500394941487, 10.733671137854081]"
836,17,400,[16.330432941086688],"385.72627966699923, 676.5459291555269, 776.8349348575869, 976.5179770415756, 1266.6297925438614, 1304.5709435278636",200,"[11.003717891709258, 7.112105588146116, 8.96537035089722, 13.104590688942837, 10.733671137854081, 13.104590688942837, 9.566689464800742, 7.112105588146116, 8.604597730461403, 10.733671137854081, 13.550293252399081, 7.408172501321914, 9.910932753815423, 7.408172501321914, 12.16234314554688, 12.4904347316353, 7.112105588146116, 7.820146628076925, 13.104590688942837, 7.408172501321914, 5.82026375284007, 11.003717891709258, 9.910932753815423, 8.604597730461403, 8.604597730461403, 8.270776040336301, 12.4904347316353, 9.910932753815423, 13.104590688942837, 9.910932753815423, 5.82026375284007, 7.820146628076925, 8.270776040336301, 8.96537035089722, 6.292211479196845, 8.270776040336301, 9.910932753815423, 9.566689464800742, 11.41500394941487, 10.733671137854081]"
837,18,400,[13.334916727618204],"376.6619202361851, 639.2471712335987, 774.1292178258645, 961.9599143474686, 1263.0658015860658, 1302.5588057412604",200,"[11.003717891709258, 7.112105588146116, 8.96537035089722, 13.104590688942837, 10.733671137854081, 13.104590688942837, 9.566689464800742, 7.112105588146116, 8.67335221549937, 10.733671137854081, 13.550293252399081, 7.408172501321914, 10.009288325362212, 7.408172501321914, 12.16234314554688, 12.4904347316353, 7.112105588146116, 7.820146628076925, 13.104590688942837, 7.408172501321914, 5.82026375284007, 11.003717891709258, 9.845362372784233, 8.67335221549937, 8.319854220348592, 8.319854220348592, 12.4904347316353, 9.845362372784233, 13.104590688942837, 9.845362372784233, 5.82026375284007, 7.820146628076925, 8.319854220348592, 8.96537035089722, 6.292211479196845, 8.319854220348592, 10.009288325362212, 9.566689464800742, 11.41500394941487, 10.733671137854081]"
838,19,400,[14.986873822465295],"380.30605663198264, 665.4028158710037, 775.8185603476898, 969.9456411772208, 1249.3449134749053, 1304.5665747918044",200,"[11.003717891709258, 7.112105588146116, 8.96537035089722, 13.016298795795999, 10.733671137854081, 13.192882582089675, 9.566689464800742, 7.112105588146116, 8.604597730461403, 10.733671137854081, 13.550293252399081, 7.408172501321914, 10.009288325362212, 7.408172501321914, 12.16234314554688, 12.4904347316353, 7.112105588146116, 7.820146628076925, 13.192882582089675, 7.408172501321914, 5.82026375284007, 11.003717891709258, 9.845362372784233, 8.604597730461403, 8.604597730461403, 8.270776040336301, 12.4904347316353, 9.845362372784233, 13.016298795795999, 9.845362372784233, 5.82026375284007, 7.820146628076925, 8.270776040336301, 8.96537035089722, 6.292211479196845, 8.270776040336301, 10.009288325362212, 9.566689464800742, 11.41500394941487, 10.733671137854081]"
839,20,400,[15.548488306281952],"373.64099964717377, 658.4184404736696, 771.0374518030551, 959.3675941611177, 1246.3234480005567, 1292.4506390899005",200,"[10.944140103448524, 7.051727682843087, 8.96537035089722, 13.016298795795999, 10.944140103448524, 13.192882582089675, 9.566689464800742, 7.36434472567948, 8.533831680446593, 10.688014443317593, 13.550293252399081, 7.36434472567948, 10.009288325362212, 7.36434472567948, 12.16234314554688, 12.4904347316353, 7.051727682843087, 7.820146628076925, 13.192882582089675, 7.36434472567948, 5.82026375284007, 10.944140103448524, 9.845362372784233, 8.746129830491022, 8.533831680446593, 8.270776040336301, 12.4904347316353, 9.845362372784233, 13.016298795795999, 9.845362372784233, 5.82026375284007, 7.820146628076925, 8.270776040336301, 8.96537035089722, 6.292211479196845, 8.270776040336301, 10.009288325362212, 9.566689464800742, 11.41500394941487, 10.688014443317593]"
840,0,400,[15.18743948],"376.2691806161516, 773.5989557284717, 1237.634008335109, 1634.280268296923, 2260.8770551978832, 2401.1881959633133",400,"[5.80996420145693, 4.1014295316853975, 2.934861727959565, 2.2390704728549444, 3.1402450572149223, 3.772732429445233, 3.704570203703197, 2.7935335141954822, 3.8341813944822887, 2.8653417228867677, 3.423684643006319, 3.0041062161335614, 3.665162151474319, 2.90814049823438, 4.933338016429612, 4.087071762348847, 2.43190253870467, 3.6477910138729097, 2.7860498917775978, 3.221594330504259, 3.5661223005197176, 4.556417575734713, 3.459853268316537, 3.624671328516008, 2.4149064381161645, 2.602355798464052, 3.3290800659774797, 2.7177454949361968, 3.215733363895108, 2.6935303417020195, 3.993323006766741, 3.443185895513244, 3.8206544380673173, 2.3169821803232744, 2.4066110801174556, 3.471137045957352, 2.741602871737577, 3.5768756891520503, 2.673174217587592, 3.034077543802482]"
841,10,400,[41.03536368024208],"358.1833530977333, 719.5577856950636, 1199.8911660839512, 1393.3037671201414, 2458.2164920555124, 3071.0174241513173",400,"[17.429892604370792, 12.181824300800985, 8.847916625410054, 7.085683626069905, 9.679989613193827, 11.172755554097689, 11.172755554097689, 8.146282341600221, 11.172755554097689, 8.847916625410054, 10.470429421232609, 8.847916625410054, 11.172755554097689, 8.847916625410054, 14.800014049288837, 12.181824300800985, 7.085683626069905, 11.172755554097689, 8.146282341600221, 9.679989613193827, 10.470429421232609, 13.669252727204139, 10.470429421232609, 11.172755554097689, 7.085683626069905, 8.146282341600221, 9.679989613193827, 8.146282341600221, 9.679989613193827, 8.146282341600221, 12.181824300800985, 10.470429421232609, 11.172755554097689, 7.085683626069905, 7.085683626069905, 10.470429421232609, 8.146282341600221, 10.470429421232609, 8.146282341600221, 8.847916625410054]"
842,11,400,[50.67414430156147],"393.8701564913854, 860.9245351100217, 1312.9908544487357, 1891.3675052649837, 2649.53355829682, 3171.1841073622063",400,"[17.429892604370792, 12.181824300800985, 8.847916625410054, 7.085683626069905, 9.57757275161429, 11.427568261994839, 10.8925963436191, 8.146282341600221, 11.427568261994839, 8.847916625410054, 10.276164551262559, 8.847916625410054, 10.8925963436191, 8.847916625410054, 14.800014049288837, 12.181824300800985, 7.085683626069905, 10.8925963436191, 8.146282341600221, 9.57757275161429, 10.8925963436191, 13.669252727204139, 10.276164551262559, 10.8925963436191, 7.085683626069905, 8.146282341600221, 10.276164551262559, 8.146282341600221, 9.57757275161429, 8.146282341600221, 12.181824300800985, 10.276164551262559, 11.427568261994839, 7.085683626069905, 7.085683626069905, 10.276164551262559, 8.146282341600221, 10.8925963436191, 8.146282341600221, 8.847916625410054]"
843,12,400,[45.568242709930914],"391.0401324735936, 851.6853757156701, 1259.9556130142487, 1859.1027810070761, 2583.3725228923413, 3116.6691215746096",400,"[17.429892604370792, 12.181824300800985, 8.91088948959749, 7.085683626069905, 9.57757275161429, 11.427568261994839, 10.8925963436191, 8.444925128859849, 11.427568261994839, 8.444925128859849, 10.276164551262559, 8.91088948959749, 10.8925963436191, 8.91088948959749, 14.800014049288837, 12.181824300800985, 7.085683626069905, 10.8925963436191, 8.444925128859849, 9.57757275161429, 10.8925963436191, 13.669252727204139, 10.276164551262559, 10.8925963436191, 7.085683626069905, 8.057045234656462, 10.276164551262559, 8.057045234656462, 9.57757275161429, 8.057045234656462, 12.181824300800985, 10.276164551262559, 11.427568261994839, 7.085683626069905, 7.085683626069905, 10.276164551262559, 8.057045234656462, 10.8925963436191, 8.057045234656462, 8.91088948959749]"
844,13,400,[36.46408036232259],"382.38540925045055, 861.0708981255361, 1263.5355938012278, 1865.581086480206, 2581.5608806932623, 2643.4251430371046",400,"[17.429892604370792, 12.181824300800985, 8.91088948959749, 6.834078979767328, 9.57757275161429, 11.349103849273527, 11.349103849273527, 8.444925128859849, 11.349103849273527, 8.444925128859849, 10.276164551262559, 8.91088948959749, 10.848373490121002, 8.91088948959749, 14.800014049288837, 12.181824300800985, 7.253420056938291, 10.848373490121002, 8.444925128859849, 9.57757275161429, 10.848373490121002, 13.669252727204139, 10.276164551262559, 10.848373490121002, 7.253420056938291, 8.057045234656462, 10.276164551262559, 8.057045234656462, 9.57757275161429, 8.057045234656462, 12.181824300800985, 10.276164551262559, 11.349103849273527, 6.834078979767328, 7.253420056938291, 10.276164551262559, 8.057045234656462, 10.848373490121002, 8.057045234656462, 8.91088948959749]"
845,14,400,[35.71189238290693],"401.13452397042323, 867.6271544856979, 1245.4171755502523, 1869.7468253778477, 2575.887230235412, 2609.4024444445517",400,"[17.429892604370792, 12.181824300800985, 8.91088948959749, 6.834078979767328, 9.57757275161429, 11.427568261994839, 10.981646023174825, 8.389896000448068, 11.427568261994839, 8.389896000448068, 10.276164551262559, 8.91088948959749, 10.981646023174825, 8.91088948959749, 14.800014049288837, 12.181824300800985, 7.253420056938291, 10.981646023174825, 8.389896000448068, 9.57757275161429, 10.714496984507651, 13.669252727204139, 10.276164551262559, 10.981646023174825, 7.253420056938291, 8.015104389517395, 10.276164551262559, 8.015104389517395, 9.57757275161429, 8.015104389517395, 12.181824300800985, 10.276164551262559, 11.427568261994839, 6.834078979767328, 7.253420056938291, 10.276164551262559, 8.389896000448068, 10.714496984507651, 8.015104389517395, 8.91088948959749]"
846,15,400,[24.75991207512719],"376.13057766324476, 787.9227429743268, 1193.5716697581327, 1639.0687546451895, 2459.710167403424, 2552.889441394246",400,"[17.429892604370792, 12.181824300800985, 8.708343949080714, 6.834078979767328, 9.57757275161429, 11.427568261994839, 10.8925963436191, 8.279198829485141, 11.427568261994839, 8.708343949080714, 10.34839563959509, 9.057275639904065, 10.8925963436191, 8.708343949080714, 14.800014049288837, 12.181824300800985, 7.253420056938291, 10.8925963436191, 8.279198829485141, 9.57757275161429, 10.8925963436191, 13.669252727204139, 10.34839563959509, 10.8925963436191, 7.253420056938291, 7.969060357753664, 9.98724019793244, 8.279198829485141, 9.57757275161429, 7.969060357753664, 12.181824300800985, 10.34839563959509, 11.427568261994839, 6.834078979767328, 7.253420056938291, 10.34839563959509, 8.279198829485141, 10.8925963436191, 7.969060357753664, 9.057275639904065]"
847,16,400,[25.961086705774413],"386.5603604235052, 785.0097143786957, 1226.4142640335274, 1651.076632075529, 2490.1763038651384, 2558.218058365097",400,"[17.429892604370792, 12.181824300800985, 8.708343949080714, 6.834078979767328, 9.57757275161429, 11.427568261994839, 10.981646023174825, 8.321186277710657, 11.427568261994839, 8.708343949080714, 10.34839563959509, 9.057275639904065, 10.981646023174825, 8.708343949080714, 14.800014049288837, 12.181824300800985, 7.253420056938291, 10.981646023174825, 8.321186277710657, 9.57757275161429, 10.714496984507651, 13.669252727204139, 10.34839563959509, 10.981646023174825, 7.253420056938291, 8.015104389517395, 9.98724019793244, 8.015104389517395, 9.57757275161429, 8.015104389517395, 12.181824300800985, 10.34839563959509, 11.427568261994839, 6.834078979767328, 7.253420056938291, 10.34839563959509, 8.321186277710657, 10.714496984507651, 8.015104389517395, 9.057275639904065]"
848,17,400,[26.039195650129894],"386.15348323938247, 801.0538809865749, 1201.5898861935814, 1644.7190715160555, 2497.000055443995, 2553.0883738813745",400,"[17.429892604370792, 12.282751941051366, 8.708343949080714, 6.834078979767328, 9.57757275161429, 11.427568261994839, 10.981646023174825, 8.279198829485141, 11.427568261994839, 8.708343949080714, 10.34839563959509, 9.057275639904065, 10.981646023174825, 8.708343949080714, 14.800014049288837, 12.282751941051366, 7.253420056938291, 10.981646023174825, 8.279198829485141, 9.57757275161429, 10.714496984507651, 13.669252727204139, 10.34839563959509, 10.981646023174825, 7.253420056938291, 7.969060357753664, 9.98724019793244, 8.279198829485141, 9.57757275161429, 7.969060357753664, 11.979969020300224, 10.34839563959509, 11.427568261994839, 6.834078979767328, 7.253420056938291, 10.34839563959509, 8.279198829485141, 10.714496984507651, 7.969060357753664, 9.057275639904065]"
849,18,400,[25.07127366907393],"387.38823173375886, 783.5602110291126, 1254.5715856461843, 1650.6508454433463, 2464.855371543559, 2558.2472677384335",400,"[17.429892604370792, 12.282751941051366, 8.708343949080714, 6.834078979767328, 9.57757275161429, 11.427568261994839, 10.981646023174825, 8.321186277710657, 11.427568261994839, 8.708343949080714, 10.34839563959509, 9.057275639904065, 10.981646023174825, 8.708343949080714, 14.800014049288837, 12.282751941051366, 7.253420056938291, 10.981646023174825, 8.321186277710657, 9.57757275161429, 10.714496984507651, 13.669252727204139, 10.34839563959509, 10.981646023174825, 7.253420056938291, 7.807067395392156, 9.98724019793244, 8.084450054225808, 9.57757275161429, 8.084450054225808, 11.979969020300224, 10.34839563959509, 11.427568261994839, 6.834078979767328, 7.253420056938291, 10.34839563959509, 8.321186277710657, 10.714496984507651, 8.084450054225808, 9.057275639904065]"
